rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,6570,共和コーポレーション,サービス業,スタンダード,6570.T,(株)共和コーポレーション,5,2,値上がり率・出来高増加率,346,2026-09-01,2026-06-17,13,1,17.0,12.0,2026-09-01,4280.0,0.12631578947368416,0.011820330969267046,1.021728861596599,1.6097560975609757,2.303241055435231,3280.05,2351.366666666667,0.30485815765003577,0.8202180292312271,0.0,1.219993117559266,245900.0,85160.0,2.88750587130108,357773665.0,296,19.813084112149532,17.831775700934582,9.905660377358492,9.906542056074766,9.906542056074766,4.392523364485982,6.70404984423676,6.378504672897196,0.3052959501557632,85.14,47.55,19.81,11.1,v7,True,True,True,True,True,True,True,True,True,False,False,False
2,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,精密機器,グロース,278A.T,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),67,1,出来高,184,2026-09-01,2026-06-18,18,1,23.0,-44.0,2026-09-01,17770.0,0.0,0.26476868327402125,0.4808333333333332,1.2074534161490682,6.450733752620545,14530.0,11438.0,0.22298692360633177,0.5535932855394299,-0.17807585568917672,1.5293819255868506,7035900.0,2420375.0,2.9069462376697826,46648073200.0,294,19.376947040498443,17.831775700934582,9.905660377358492,9.657320872274143,9.906542056074766,9.376947040498441,6.728971962616822,2.02803738317757,0.19626168224299065,85.01,47.11,19.56,16.11,v7,True,True,True,True,True,True,True,True,False,False,False,False
3,9507,四国電力,電気・ガス業,プライム,9507.T,四国電力(株),41,1,値上がり率,210,2026-09-01,2026-09-01,1,1,,,2026-09-01,2077.0,0.05538617886178865,0.08686551543694399,0.20440707451435203,0.46577275935074103,0.30024849848622104,1841.4,1615.675,0.1279461279461278,0.28553081529391733,0.0,0.26927349967332853,1780100.0,981640.0,1.8133939122285156,1840668440.0,297,16.822429906542055,17.32710280373832,8.333333333333336,8.97196261682243,9.345794392523365,5.482866043613707,5.73208722741433,6.378504672897196,4.601246105919002,83.0,42.48,18.32,11.21,v7,True,True,True,True,True,True,True,True,True,True,True,True
4,4689,ＬＩＮＥヤフー,情報・通信業,プライム,4689.T,ＬＩＮＥヤフー(株),24,1,出来高,227,2026-09-01,2026-06-15,53,1,27.0,3.0,2026-09-01,560.5999755859375,0.008273337384779644,0.03757169767093771,0.2555430584231524,0.3740195480047488,0.4518019432766549,512.379995727539,458.0566660563151,0.09410980182770379,0.22386599110646999,0.0,0.2619709181223337,21491700.0,21265780.0,1.0106236404213718,10808425197.703094,297,17.8816199376947,16.598130841121495,9.245283018867925,8.22429906542056,8.81619937694704,7.35202492211838,3.065420560747663,6.378504672897196,4.841121495327103,82.4,43.73,17.04,10.42,v7,True,True,True,True,True,True,True,False,True,True,True,True
5,3077,ホリイフードサービス,小売業,スタンダード,3077.T,ホリイフードサービス(株),113,1,値上がり率,138,2026-09-01,2026-06-17,11,1,32.0,-81.0,2026-09-01,1273.0,0.03580146460537015,0.21934865900383138,0.43033707865168536,0.6816380449141348,1.261101243339254,994.95,872.55,0.2794612794612794,0.45894218096384165,0.0,0.5523182426499933,32900.0,23410.0,1.4053823152498932,25295170.0,296,19.06542056074766,17.831775700934582,9.905660377358492,9.781931464174455,9.906542056074766,2.7414330218068534,4.934579439252336,6.378504672897196,1.7009345794392525,82.25,46.8,19.69,7.68,v7,True,False,True,True,True,True,True,True,True,False,True,False
6,4234,サンエー化研,化学,スタンダード,4234.T,(株)サンエー化研,9,2,値上がり率・出来高増加率,342,2026-09-01,2026-07-23,5,1,146.0,137.0,2026-09-01,1069.0,0.10092687950566437,0.09081632653061233,0.5651537335285506,0.5470332850940667,0.33893845996011573,933.95,762.8833333333333,0.14460088869853838,0.40126275315142124,0.0,0.8894345238405075,195500.0,45405.0,4.305693205594098,53038905.0,279,19.813084112149532,17.38317757009346,8.616352201257861,9.221183800623052,9.750778816199377,3.0841121495327104,7.302180685358255,6.378504672897196,0.6542056074766356,82.2,45.81,18.97,10.39,v7,True,True,True,True,True,True,True,True,True,True,False,False
7,4052,フィーチャ,情報・通信業,グロース,4052.T,フィーチャ(株),82,1,出来高,169,2026-09-01,2026-07-22,14,1,22.0,-60.0,2026-09-01,641.0,-0.13959731543624165,0.2568627450980392,0.518957345971564,1.474903474903475,0.9542682926829269,559.35,358.56666666666666,0.14597300438008398,0.7876731430696291,-0.13959731543624165,1.942390305590249,6065300.0,984675.0,6.15969736207378,743261230.0,272,19.56386292834891,17.831775700934582,9.748427672955975,9.314641744548288,9.906542056074766,4.984423676012461,7.526479750778816,2.573208722741433,0.08722741433021806,81.54,47.14,19.22,12.51,v7,True,True,True,True,True,True,True,True,False,True,False,False
8,4997,日本農薬,化学,プライム,4997.T,日本農薬(株),116,1,値上がり率,135,2026-09-01,2026-07-24,2,1,51.0,-65.0,2026-09-01,1323.0,0.035211267605633756,0.08000000000000007,0.2387640449438202,0.3008849557522124,0.3373662388943732,1188.1,1078.55,0.11354263109165896,0.2266468870242455,0.0,0.2422338813360422,387100.0,221220.0,1.7498417864569207,275603625.0,297,17.50778816199377,15.869158878504672,8.584905660377359,8.785046728971963,8.847352024922118,4.1433021806853585,5.607476635514018,6.378504672897196,5.255451713395639,80.98,41.96,17.63,9.75,v7,True,True,True,True,True,True,True,True,True,True,True,True
9,9508,九州電力,電気・ガス業,プライム,9508.T,九州電力(株),14,2,値上がり率・出来高,337,2026-09-01,2026-07-02,3,1,139.0,125.0,2026-09-01,2192.5,0.08164775530340407,0.12234450985410805,0.19319727891156457,0.3344491783323189,0.24691914272642768,1906.15,1775.5916666666667,0.1502242740602786,0.23479966771639504,0.0,0.354978681287952,4246600.0,1656050.0,2.5642945563237824,3347984200.0,297,16.32398753894081,16.373831775700932,7.6100628930817615,9.345794392523365,8.97196261682243,6.074766355140187,6.5794392523364476,6.378504672897196,3.096573208722741,80.75,40.31,18.32,12.65,v7,True,True,True,True,True,True,True,True,True,True,True,True
10,431A,ユーソナー,情報・通信業,グロース,431A.T,ユーソナー(株),115,1,値上がり率,136,2026-09-01,2026-06-29,5,1,64.0,-51.0,2026-09-01,2730.0,0.03526734926052333,0.19999999999999996,0.5166666666666666,0.22696629213483144,0.3239573229873909,2182.55,2065.5,0.2508304506196879,0.32171387073347857,0.0,0.42637261802423165,74100.0,32230.0,2.2991002171889545,80191605.0,189,19.501557632398754,14.80373831775701,8.490566037735848,9.750778816199377,9.501557632398754,3.426791277258567,6.38006230529595,6.378504672897196,2.507788161993769,80.74,42.8,19.25,9.81,v7,True,True,True,True,True,True,True,True,True,False,True,False
