evaluation_version,universe_source,universe_label,horizon,sample_count,valid_count,avg_open_buy_return,median_open_buy_return,win_rate,avg_excess_return,avg_net_return,cost_bps_one_way
v4,jpx_liquidity,JPX流動性,1d,100,100,-0.003237742293321324,-0.0035159520906045127,0.45,,-0.005230270046476974,10
v4,jpx_liquidity,JPX流動性,3d,100,100,0.03629324122645114,0.02634369309948137,0.78,,0.03422169103723946,10
v4,jpx_liquidity,JPX流動性,5d,100,100,0.05292986357686018,0.041385482221648284,0.8,,0.050825056779570055,10
v4,jpx_liquidity,JPX流動性,10d,100,100,0.010583817175516564,-0.0010237274557547416,0.5,,0.008563660124982702,10
v4,yahoo,Yahooランキング,1d,100,100,-0.00627960105852165,-0.005865601046527724,0.37,,-0.008266048136005661,10
v4,yahoo,Yahooランキング,3d,100,100,0.03269663923701476,0.01859026404357933,0.67,,0.030632278655179958,10
v4,yahoo,Yahooランキング,5d,100,100,0.058593379342656224,0.04071834992887624,0.7,,0.056477251177350266,10
v4,yahoo,Yahooランキング,10d,100,100,0.005325580647165845,-0.0070504977543554,0.47,,0.0033159348114521646,10
v5,jpx_liquidity,JPX流動性,1d,100,100,0.011343672810443598,0.011026180458158064,0.67,,0.009321996808495521,10
v5,jpx_liquidity,JPX流動性,3d,100,100,0.03887108110824339,0.032597456476004094,0.74,,0.036794377817108016,10
v5,jpx_liquidity,JPX流動性,5d,100,100,-0.017576970160311674,-0.025129577478021192,0.31,,-0.019540833796961216,10
v5,jpx_liquidity,JPX流動性,10d,100,100,0.01246881940743416,0.006196273379935779,0.54,,0.010444894237438693,10
v5,yahoo,Yahooランキング,1d,100,100,0.007677485641730712,0.002439941035289772,0.53,,0.005663138347932889,10
v5,yahoo,Yahooランキング,3d,100,100,0.0283527406055044,0.01614404224131394,0.66,,0.02629706347703402,10
v5,yahoo,Yahooランキング,5d,100,100,-0.02370031116824329,-0.027664381188891363,0.31,,-0.02565193424621798,10
v5,yahoo,Yahooランキング,10d,100,100,-0.0052427118929103175,-0.01251154383063846,0.39,,-0.0072312317118363965,10
v7,jpx_liquidity,JPX流動性,1d,4000,3900,-0.0028380799250224313,-0.0011382957084581369,0.4625641025641026,,-0.00483140660325231,10
v7,jpx_liquidity,JPX流動性,3d,4000,3700,-0.008501025696074138,-0.006406846260918364,0.42702702702702705,,-0.010483032145707687,10
v7,jpx_liquidity,JPX流動性,5d,4000,3500,-0.011720315758778282,-0.007312638699499996,0.4357142857142857,,-0.013695886847576486,10
v7,jpx_liquidity,JPX流動性,10d,4000,3000,-0.03270580201394956,-0.02151880141010576,0.36633333333333334,,-0.034639423115723676,10
v7,yahoo,Yahooランキング,1d,4000,3900,-0.002159887649118257,-0.0012281914259033022,0.4512820512820513,,-0.004154570033707668,10
v7,yahoo,Yahooランキング,3d,4000,3699,-0.006650469856622318,-0.004914004914004955,0.4406596377399297,,-0.008636175567378928,10
v7,yahoo,Yahooランキング,5d,4000,3499,-0.009929616697424662,-0.0060606060606061,0.44612746498999717,,-0.011908767393646514,10
v7,yahoo,Yahooランキング,10d,4000,2999,-0.022361497809365232,-0.01069168666812137,0.43114371457152384,,-0.024315797175244316,10
