start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-08-14,42,5,10.0,-0.07537624888590289,,,-0.3751291425130402,0.24130766090323785,-1.8255875534839594,-0.12789027978133438,0.3701846608317186,15.112781814361458
