liquidity_rank,code,name,industry,market,ticker,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,in_yahoo_pool,universe_source,universe_label
1,285A,キオクシアホールディングス,電気機器,プライム,285A.T,2026-07-29,38380.0,-0.13849607182940515,-0.4028318033297028,-0.5720338983050848,0.02183173588924392,0.7968164794007491,66631.5,69777.66666666667,-0.4239961579733309,-0.449967277017957,-0.6469181232750689,1.528974069511695,86230700.0,44350960.0,1.9442803492866896,3048765652050.0,274,True,jpx_liquidity,JPX流動性
2,6976,太陽誘電,電気機器,プライム,6976.T,2026-07-29,9005.0,-0.12360097323600971,-0.28161148783406464,-0.5531017369727047,0.4087922403003754,1.8091083261057843,14066.25,13708.233333333334,-0.3598151604016707,-0.3430955119429443,-0.6025160008828073,1.2605796492109993,31735700.0,24074460.0,1.318231021588854,343195470175.0,274,True,jpx_liquidity,JPX流動性
3,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,2026-07-29,4741.0,-0.06947988223748769,-0.16868314921970895,-0.20493040415898034,-0.09158842690170532,0.11629840593313134,5836.3,6402.466666666666,-0.18767027054812124,-0.2595041494424024,-0.4507645968489342,0.7491391009316507,69277000.0,50951935.0,1.359653956223645,299649150630.0,274,True,jpx_liquidity,JPX流動性
4,8035,東京エレクトロン,電気機器,プライム,8035.T,2026-07-29,50000.0,-0.10586552217453504,-0.24196482716798062,-0.3519118600129617,0.12637981527371034,0.22167888266012947,68030.0,62645.0,-0.2650301337645157,-0.2018517040466119,-0.36548223350253806,0.7229870456468406,7362500.0,4192910.0,1.7559403850786208,290464980850.0,274,True,jpx_liquidity,JPX流動性
5,6981,村田製作所,電気機器,プライム,6981.T,2026-07-29,6231.0,-0.12889696630784286,-0.2508115907178069,-0.4531812198332602,0.20849495733126444,1.0056705657339808,8981.0,8841.883333333333,-0.3062019819619196,-0.29528588366354824,-0.49134693877551017,0.9486458130835179,47757600.0,30088925.0,1.5872152295238198,276850096915.0,274,True,jpx_liquidity,JPX流動性
6,6857,アドバンテスト,電気機器,プライム,6857.T,2026-07-29,25200.0,-0.01215209721677768,-0.14821700185905018,-0.22077922077922074,-0.10828025477707004,-0.01061360452303195,29023.0,28598.833333333332,-0.1317231161492609,-0.11884517433694841,-0.29805013927576607,0.8016910983112332,14777000.0,8587570.0,1.7207428876853406,256830549225.0,274,True,jpx_liquidity,JPX流動性
7,5803,フジクラ,非鉄金属,プライム,5803.T,2026-07-29,3760.0,-0.07684753253130372,-0.208587665754578,-0.39724270599551137,-0.37028973371294593,0.15823435621864257,4848.8,5208.866666666667,-0.22455040422372552,-0.27815391703889525,-0.521323997453851,0.7037888921366426,53924500.0,38438270.0,1.4028857178015557,187283789380.0,274,True,jpx_liquidity,JPX流動性
8,4062,イビデン,電気機器,プライム,4062.T,2026-07-29,13470.0,-0.09323460114439586,-0.2619178082191781,-0.4343900902792358,-0.0007418397626113293,0.6398686990337894,18899.5,19683.75,-0.28728273234741664,-0.3156791769860926,-0.4902554399243141,1.0599706138680547,9390200.0,8526340.0,1.1013166258910623,162784668700.0,274,True,jpx_liquidity,JPX流動性
9,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,2026-07-29,3647.0,-0.003824091778202643,-0.005725190839694694,0.13719987527284072,0.2946396876109336,0.3253052624107813,3540.1,3244.9583333333335,0.030196887093584923,0.12389732790611063,-0.04001052908660174,0.3137609858203623,47015600.0,41254835.0,1.1396385417612263,150560354750.0,274,True,jpx_liquidity,JPX流動性
10,6920,レーザーテック,電気機器,プライム,6920.T,2026-07-29,34330.0,-0.08306623931623935,-0.20144219585950218,-0.3092555331991952,-0.19583040524713047,-0.05660895850508385,44189.0,44086.867513020836,-0.22310982371178345,-0.221310064956173,-0.40049059129286746,0.8854848705328607,3890100.0,3327785.0,1.1689757601527744,150546893900.0,274,False,jpx_liquidity,JPX流動性
