start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-08-27,51,5,10.0,-0.12232062208546779,,,-0.4751772484576742,0.24042196262734675,-2.5573020512587883,-0.16056005071758084,0.37507781180668737,18.215977991569353
