signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-09-01,2026-09-02,,9507,9507.T,四国電力,電気・ガス業,2084.0,2078.5,-0.00263915547024951,0.03565744390099952
2026-09-01,2026-09-02,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,558.9000244140625,531.0999755859375,-0.049740647009758,0.03397348086852725
2026-09-01,2026-09-02,,4997,4997.T,日本農薬,化学,1310.0,1286.0,-0.018320610687022953,0.03509680367460105
2026-09-01,2026-09-02,,4346,4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,その他金融業,1004.0,1053.0,0.04880478087649398,0.03749665714502405
2026-09-01,2026-09-02,,1515,1515.T,日鉄鉱業,鉱業,3765.0,3360.0,-0.10756972111553786,0.031905987466231286
2026-09-02,2026-09-03,,5975,5975.T,東プレ,金属製品,3450.0,3495.0,0.01304347826086949,0.03512901088568866
2026-09-02,2026-09-03,,9503,9503.T,関西電力,電気・ガス業,2930.0,2947.0,0.005802047781569897,0.03487790192976113
2026-09-02,2026-09-03,,7389,7389.T,あいちフィナンシャルグループ,銀行業,1978.0,1923.0,-0.02780586450960565,0.03371249023514287
2026-09-02,2026-09-03,,6897,6897.T,ツインバード,電気機器,637.0,646.0,0.014128728414442682,0.03516664378622716
2026-09-02,2026-09-03,,4346,4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,その他金融業,1002.0,1053.0,0.05089820359281427,0.03644168806766269
2026-09-03,2026-09-04,,9503,9503.T,関西電力,電気・ガス業,3030.0,2947.0,-0.02739273927392738,0.033918262617784724
2026-09-03,2026-09-04,,9101,9101.T,日本郵船,海運業,7438.0,7158.0,-0.03764452809895136,0.03356074640367622
2026-09-03,2026-09-04,,4684,4684.T,オービック,情報・通信業,5092.0,5082.0,-0.0019638648860957897,0.03480505760111361
2026-09-03,2026-09-04,,9843,9843.T,ニトリホールディングス,小売業,3300.0,3254.0,-0.013939393939393918,0.034387428455395073
2026-09-03,2026-09-04,,2492,2492.T,インフォマート,サービス業,669.0,700.0,0.046337817638266054,0.03648950847753329
