code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,サービス業,グロース,194A.T,(株)ＷＯＬＶＥＳ　ＨＡＮＤ,1,2,値上がり率・出来高増加率,350,2026-08-13,2026-06-29,7,1,107.0,106.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-08-13,2026-06-15,41,40,1.0,0.0
3895,ハビックス,パルプ・紙,スタンダード,3895.T,ハビックス(株),2,2,値上がり率・出来高増加率,349,2026-08-13,2026-06-17,4,1,27.0,25.0
7363,ベビーカレンダー,サービス業,グロース,7363.T,(株)ベビーカレンダー,2,1,値上がり率,249,2026-08-13,2026-06-30,8,2,15.0,13.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),2,1,出来高,249,2026-08-13,2026-06-15,41,40,2.0,0.0
3103,ユニチカ,繊維製品,スタンダード,3103.T,ユニチカ(株),3,2,値上がり率・出来高,348,2026-08-13,2026-06-17,11,6,42.0,39.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),3,1,出来高,248,2026-08-13,2026-06-15,41,40,3.0,0.0
146A,コロンビア・ワークス,不動産業,スタンダード,146A.T,コロンビア・ワークス(株),4,1,値上がり率,247,2026-08-13,2026-06-15,5,1,125.0,121.0
2323,ｆｏｎｆｕｎ,情報・通信業,スタンダード,2323.T,(株)ｆｏｎｆｕｎ,5,2,値上がり率・出来高増加率,346,2026-08-13,2026-07-08,4,2,125.0,120.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),5,1,出来高,246,2026-08-13,2026-06-15,41,40,8.0,3.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),6,1,出来高,245,2026-08-13,2026-06-15,41,40,6.0,0.0
7057,エヌ・シー・エヌ,サービス業,スタンダード,7057.T,(株)エヌ・シー・エヌ,6,1,出来高増加率,245,2026-08-13,2026-06-15,7,1,148.0,142.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,7,1,出来高,244,2026-08-13,2026-06-15,41,40,7.0,0.0
6027,弁護士ドットコム,サービス業,プライム,6027.T,弁護士ドットコム(株),7,1,値上がり率,244,2026-08-13,2026-06-19,6,2,33.0,26.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),8,1,出来高,243,2026-08-13,2026-06-15,40,23,12.0,4.0
4255,ＴＨＥＣＯＯ,情報・通信業,グロース,4255.T,ＴＨＥＣＯＯ(株),8,1,値上がり率,243,2026-08-13,2026-06-19,7,2,30.0,22.0
8077,トルク,卸売業,スタンダード,8077.T,トルク(株),8,1,出来高増加率,243,2026-08-13,2026-07-03,3,1,96.0,88.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),9,1,出来高,242,2026-08-13,2026-06-15,41,40,13.0,4.0
7694,いつも,小売業,グロース,7694.T,(株)いつも,9,2,値上がり率・出来高増加率,342,2026-08-13,2026-06-17,4,1,29.0,20.0
4588,オンコリスバイオファーマ,医薬品,グロース,4588.T,オンコリスバイオファーマ(株),10,1,値上がり率,241,2026-08-13,2026-06-17,7,1,55.0,45.0
543A,ＡＲＣＨＩＯＮ,輸送用機器,プライム,543A.T,ＡＲＣＨＩＯＮ(株),10,1,出来高,241,2026-08-13,2026-06-15,38,18,26.0,16.0
6862,ミナトホールディングス,電気機器,スタンダード,6862.T,ミナトホールディングス(株),11,1,値上がり率,240,2026-08-13,2026-06-19,9,3,6.0,-5.0
7957,フジコピアン,その他製品,スタンダード,7957.T,フジコピアン(株),11,2,値上がり率・出来高増加率,340,2026-08-13,2026-07-03,4,2,8.0,-3.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),11,1,出来高,240,2026-08-13,2026-06-15,41,40,10.0,-1.0
584A,ＬｉＮＫＸ,情報・通信業,グロース,584A.T,ＬｉＮＫＸ(株),12,2,値上がり率・出来高増加率,339,2026-08-13,2026-07-06,5,1,7.0,-5.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,12,1,出来高,239,2026-08-13,2026-06-15,41,40,11.0,-1.0
3277,サンセイランディック,不動産業,スタンダード,3277.T,(株)サンセイランディック,13,1,値上がり率,238,2026-08-13,2026-06-17,5,1,25.0,12.0
6981,村田製作所,電気機器,プライム,6981.T,(株)村田製作所,13,2,値上がり率・出来高,338,2026-08-13,2026-06-15,41,40,23.0,10.0
3131,シンデン・ハイテックス,卸売業,スタンダード,3131.T,シンデン・ハイテックス(株),14,2,値上がり率・出来高増加率,337,2026-08-13,2026-06-22,9,3,9.0,-5.0
6340,澁谷工業,機械,プライム,6340.T,澁谷工業(株),14,2,値上がり率・出来高増加率,337,2026-08-13,2026-08-13,1,1,,
8136,サンリオ,卸売業,プライム,8136.T,(株)サンリオ,14,1,出来高,237,2026-08-13,2026-06-15,41,40,5.0,-9.0
3551,ダイニック,繊維製品,スタンダード,3551.T,ダイニック(株),15,1,値上がり率,236,2026-08-13,2026-06-18,2,1,93.0,78.0
5801,古河電気工業,非鉄金属,プライム,5801.T,古河電気工業(株),15,1,出来高,236,2026-08-13,2026-06-19,36,32,14.0,-1.0
7359,東京通信グループ,サービス業,グロース,7359.T,(株)東京通信グループ,15,2,値上がり率・出来高増加率,336,2026-08-13,2026-06-17,4,1,16.0,1.0
4755,楽天グループ,サービス業,プライム,4755.T,楽天グループ(株),16,1,出来高,235,2026-08-13,2026-06-15,41,40,9.0,-7.0
7426,山大,卸売業,スタンダード,7426.T,(株)山大,16,2,値上がり率・出来高増加率,335,2026-08-13,2026-06-18,8,1,51.0,35.0
5951,ダイニチ工業,金属製品,スタンダード,5951.T,ダイニチ工業(株),17,2,値上がり率・出来高増加率,334,2026-08-13,2026-06-18,9,1,35.0,18.0
