rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,6098,リクルートホールディングス,サービス業,プライム,6098.T,(株)リクルートホールディングス,98,1,出来高,153,2026-08-13,2026-06-17,29,5,61.0,-37.0,2026-08-13,16790.0,0.007803121248499467,0.31996855345911945,0.32622432859399675,0.7052610197034328,1.6429310116232818,13223.25,11771.833333333334,0.2697332350216475,0.4262859084537951,0.0,0.8470752834213601,4955300.0,4410620.0,1.1234928422761425,60333199850.0,284,18.901734104046245,17.843930635838152,9.91304347826087,9.653179190751445,9.76878612716763,9.450867052023122,3.121387283236994,6.322254335260116,1.153179190751445,86.13,46.66,19.42,12.57,v7,True,True,True,True,True,True,True,False,True,False,False,False
2,3131,シンデン・ハイテックス,卸売業,スタンダード,3131.T,シンデン・ハイテックス(株),14,2,値上がり率・出来高増加率,337,2026-08-13,2026-06-22,9,3,9.0,-5.0,2026-08-13,6480.0,0.051948051948051965,0.32379979570990813,0.8025034770514603,1.1073170731707318,1.3199216707581143,4145.5,3756.516666666667,0.5631407550355807,0.7250023292855525,0.0,1.139661856018051,360700.0,48720.0,7.403530377668309,323264825.0,279,19.826589595375722,17.843930635838152,9.71014492753623,9.913294797687861,9.913294797687861,4.2485549132947975,7.121387283236994,6.322254335260116,0.34393063583815026,85.24,47.38,19.83,11.37,v7,True,True,True,True,True,True,True,True,True,False,False,False
3,7957,フジコピアン,その他製品,スタンダード,7957.T,フジコピアン(株),11,2,値上がり率・出来高増加率,340,2026-08-13,2026-07-03,4,2,8.0,-3.0,2026-08-13,2550.0,0.06694560669456062,0.30368098159509205,0.40341221794166215,0.8345323741007193,0.7429938482570062,1989.1,1763.55,0.281986828213765,0.4459470953474527,0.0,0.7544834010967808,190300.0,3290.0,57.8419452887538,29951720.0,267,19.479768786127167,17.843930635838152,9.304347826086957,9.739884393063583,9.913294797687861,2.6300578034682083,7.930635838150289,6.322254335260116,1.6184971098265897,84.78,46.63,19.65,10.56,v7,True,False,True,True,True,True,True,True,True,False,True,False
4,6570,共和コーポレーション,サービス業,スタンダード,6570.T,(株)共和コーポレーション,67,1,値上がり率,184,2026-08-13,2026-06-17,8,3,13.0,-54.0,2026-08-13,3160.0,0.06397306397306401,0.483568075117371,0.6263510036026763,0.8843172331544424,1.416687018328445,2190.8,1903.8166666666666,0.4423954719737082,0.6598236875049244,0.0,0.9646330802759182,114900.0,18180.0,6.32013201320132,64705065.0,283,19.826589595375722,17.843930635838152,9.768115942028986,9.913294797687861,9.913294797687861,3.0924855491329475,6.867052023121388,6.322254335260116,0.8092485549132948,84.36,47.44,19.83,9.96,v7,True,True,True,True,True,True,True,True,True,False,False,False
5,3173,Ｃｏｍｉｎｉｘ,卸売業,スタンダード,3173.T,(株)Ｃｏｍｉｎｉｘ,77,1,出来高増加率,174,2026-08-13,2026-08-06,4,2,4.0,-73.0,2026-08-13,1498.0,-0.03912764592687623,0.34349775784753356,0.5555555555555556,0.630032644178455,0.6932608606413881,1118.15,998.85,0.33971291866028697,0.4997246833858937,-0.03912764592687623,0.876196709848244,166200.0,8420.0,19.73871733966746,22255205.0,256,19.826589595375722,17.63583815028902,9.217391304347826,9.913294797687861,9.913294797687861,2.4566473988439306,7.745664739884393,4.77456647398844,1.0317919075144508,82.52,46.68,19.83,10.2,v7,True,False,True,True,True,True,True,True,True,False,False,False
6,6952,カシオ計算機,電気機器,プライム,6952.T,カシオ計算機(株),114,1,値上がり率,137,2026-08-13,2026-06-26,5,1,79.0,-35.0,2026-08-13,2488.5,0.05221987315010579,0.06756756756756754,0.3661817183639857,0.5611668757841908,0.6097979306312626,1987.8,1875.45,0.2518865076969514,0.32688154842837713,0.0,0.8788897843386511,2316700.0,1889605.0,1.2260234281767883,4163230475.0,284,19.248554913294797,17.53179190751445,9.043478260869565,9.508670520231213,9.566473988439306,6.387283236994221,3.76878612716763,6.322254335260116,1.0115606936416186,82.39,45.82,19.08,10.16,v7,True,True,True,True,True,True,True,True,True,False,False,False
7,2489,アドウェイズ,サービス業,スタンダード,2489.T,(株)アドウェイズ,27,1,値上がり率,224,2026-08-13,2026-07-13,4,2,29.0,2.0,2026-08-13,386.0,0.10285714285714276,0.22539682539682548,0.2411575562700965,0.3402777777777777,0.47892720306513414,318.55,293.1666666666667,0.21174070004708834,0.3166571915861285,0.0,0.5038102634434242,2511400.0,320550.0,7.834659179535174,155911665.0,273,18.265895953757227,15.91907514450867,8.405797101449275,9.21965317919075,9.537572254335261,3.757225433526011,7.213872832369942,6.322254335260116,3.2369942196531793,81.88,42.59,18.76,10.97,v7,True,True,True,True,True,True,True,True,True,False,True,False
8,8388,阿波銀行,銀行業,プライム,8388.T,(株)阿波銀行,140,1,値上がり率,111,2026-08-13,2026-07-24,2,1,65.0,-75.0,2026-08-13,9390.0,0.0479910714285714,0.08179723502304137,0.2194805194805194,0.3829160530191458,0.6360486896404223,8492.5,7519.5,0.10568148366205476,0.24875324157191292,0.0,0.43616808947378577,274000.0,141920.0,1.9306651634723788,1305708200.0,284,17.976878612716764,16.595375722543352,9.130434782608695,7.601156069364163,9.277456647398845,5.606936416184972,5.109826589595376,6.322254335260116,4.086705202312139,81.71,43.7,16.88,10.72,v7,True,True,True,True,True,True,True,True,True,True,True,True
9,7272,ヤマハ発動機,輸送用機器,プライム,7272.T,ヤマハ発動機(株),72,1,出来高,179,2026-08-13,2026-06-15,41,40,68.0,-4.0,2026-08-13,1900.0,0.0,0.05263157894736836,0.5267175572519085,0.5193922431027589,0.5447154471544715,1494.275,1321.0800313313803,0.27151963326696893,0.43821718210757155,-0.01144640998959412,0.839556506878008,7179200.0,9917820.0,0.7238687534155691,16005757185.0,284,19.826589595375722,17.375722543352598,8.72463768115942,9.710982658959537,9.797687861271676,8.092485549132949,1.1329479768786128,5.482658959537572,1.2341040462427746,81.38,45.93,19.51,9.23,v7,True,True,True,True,True,True,True,False,True,False,False,False
10,6523,ＰＨＣホールディングス,電気機器,プライム,6523.T,ＰＨＣホールディングス(株),147,1,値上がり率,104,2026-08-13,2026-07-16,3,1,3.0,-144.0,2026-08-13,1410.0,0.04599406528189909,0.31040892193308545,0.3128491620111731,0.4185110663983904,0.3920578828589423,1144.2,1086.0,0.23230204509701102,0.298342541436464,0.0,0.7457041284865354,1073400.0,528970.0,2.0292266102047374,713811680.0,284,18.78612716763006,16.90751445086705,8.028985507246377,9.364161849710982,9.479768786127167,5.0578034682080935,5.202312138728324,6.322254335260116,1.6589595375722541,80.81,43.72,18.84,10.26,v7,True,True,True,True,True,True,True,True,True,False,True,False
11,6340,澁谷工業,機械,プライム,6340.T,澁谷工業(株),14,2,値上がり率・出来高増加率,337,2026-08-13,2026-08-13,1,1,,,2026-08-13,5110.0,0.15873015873015883,0.13429522752497225,0.19532163742690067,0.3980848153214773,0.4214186369958275,4393.5,4228.507759602865,0.1630818254239217,0.20846414161007076,0.0,0.6047258763299176,753700.0,46940.0,16.056668086919473,386862150.0,284,16.99421965317919,16.751445086705203,8.173913043478262,8.786127167630058,8.84393063583815,4.4508670520231215,7.699421965317919,6.322254335260116,2.4479768786127165,80.47,41.92,17.63,12.15,v7,True,True,True,True,True,True,True,True,True,False,True,False
12,8344,山形銀行,銀行業,プライム,8344.T,(株)山形銀行,41,1,値上がり率,210,2026-08-13,2026-07-02,3,1,73.0,32.0,2026-08-13,4585.0,0.07882352941176474,0.13913043478260878,0.21779548472775567,0.5595238095238095,0.7579247753142286,3982.5,3579.6666666666665,0.15128688010043945,0.2808455163423038,0.0,0.6080656022940313,160500.0,145480.0,1.1032444322243606,592799650.0,284,17.91907514450867,17.479768786127167,9.391304347826088,8.526011560693641,9.39306358381503,4.884393063583815,3.028901734104046,6.322254335260116,2.38728323699422,79.33,44.79,17.92,7.91,v7,True,True,True,True,True,True,True,False,True,True,True,True
13,7832,バンダイナムコホールディングス,その他製品,プライム,7832.T,(株)バンダイナムコホールディングス,125,1,出来高,126,2026-08-13,2026-07-09,9,5,137.0,12.0,2026-08-13,5252.0,-0.02051473330846698,0.19174041297935096,0.2676804248129374,0.34632145603691367,0.3102027044310913,4581.75,4040.65,0.1462868991106019,0.2997908752304703,-0.03260268926137411,0.6283240521349254,4134400.0,3230150.0,1.2799405600359117,15757013530.0,284,18.497109826589597,16.283236994219653,7.44927536231884,8.38150289017341,9.508670520231213,8.063583815028903,3.907514450867052,4.936416184971098,2.2254335260115607,79.25,42.23,17.89,11.97,v7,True,True,True,True,True,True,True,True,True,True,True,True
14,4588,オンコリスバイオファーマ,医薬品,グロース,4588.T,オンコリスバイオファーマ(株),10,1,値上がり率,241,2026-08-13,2026-06-17,7,1,55.0,45.0,2026-08-13,3370.0,0.17421602787456436,0.24216734242535942,0.356682769726248,0.2272396212672978,0.5601851851851851,2650.95,2677.3166666666666,0.27124238480544727,0.2587229751181219,-0.03851640513552068,0.7952413625677296,2722800.0,654530.0,4.159931553939468,2066981585.0,279,19.13294797687861,13.942196531791906,8.782608695652176,9.682080924855493,9.306358381502891,5.953757225433526,6.1502890173410405,4.835260115606936,1.4364161849710984,79.22,41.86,18.99,12.1,v7,True,True,True,True,True,True,True,True,True,False,True,False
15,6287,サトー,機械,プライム,6287.T,(株)サトー,21,1,値上がり率,230,2026-08-13,2026-08-13,1,1,,,2026-08-13,2920.0,0.12092130518234168,0.14870180959874113,0.20561519405450035,0.32546527462551067,0.24744715622512148,2518.35,2373.2166666666667,0.15948934818432714,0.2303975616778915,0.0,0.44309738320194575,585100.0,131920.0,4.435263796240146,402366845.0,284,17.45664739884393,15.710982658959537,6.869565217391305,8.699421965317919,9.046242774566474,4.566473988439307,6.219653179190751,6.322254335260116,3.9855491329479764,78.88,40.04,17.75,10.79,v7,True,True,True,True,True,True,True,True,True,True,True,True
16,4396,システムサポートホールディングス,情報・通信業,プライム,4396.T,(株)システムサポートホールディングス,26,1,値上がり率,225,2026-08-13,2026-07-02,3,2,36.0,10.0,2026-08-13,1401.0,0.10488958990536279,0.2565022421524663,0.28886844526218947,0.33938814531548767,0.146481178396072,1134.55,1045.043793741862,0.2348508219117713,0.34061367417303035,0.0,0.4994505155718994,350400.0,103505.0,3.385343703202744,143545615.0,284,18.612716763005782,15.867052023121387,5.971014492753624,9.39306358381503,9.595375722543352,3.670520231213873,5.895953757225434,6.322254335260116,3.2976878612716765,78.63,40.45,18.99,9.57,v7,True,True,True,True,True,True,True,True,True,False,True,False
17,6857,アドバンテスト,電気機器,プライム,6857.T,(株)アドバンテスト,64,1,出来高,187,2026-08-13,2026-06-15,41,40,72.0,8.0,2026-08-13,35940.0,0.040231548480463175,0.06583629893238441,0.2070528967254408,0.4211150652431792,0.3280043647889703,30658.0,29379.666666666668,0.17228782047100277,0.2232950226347019,0.0,1.039836887107855,8063200.0,10057670.0,0.8016966156177325,303136609300.0,284,17.572254335260116,17.01156069364162,7.652173913043478,8.901734104046243,8.988439306358382,9.913294797687861,1.5028901734104045,6.322254335260116,0.5664739884393064,78.43,42.24,17.89,11.42,v7,True,True,True,True,True,True,True,False,True,True,False,False
18,8343,秋田銀行,銀行業,プライム,8343.T,(株)秋田銀行,112,1,値上がり率,139,2026-08-13,2026-06-23,5,1,47.0,-65.0,2026-08-13,8450.0,0.05230386052303859,0.12516644474034622,0.19181946403385042,0.4201680672268908,0.5725048629651097,7528.0,6795.833333333333,0.12247608926673759,0.2434089515634581,0.0,0.4824656310024563,128500.0,114220.0,1.1250218875853615,889467750.0,284,16.76300578034682,16.959537572254337,8.898550724637682,7.861271676300578,9.21965317919075,5.317919075144508,3.144508670520231,6.322254335260116,3.601156069364162,78.09,42.62,17.08,8.46,v7,True,True,True,True,True,True,True,False,True,True,True,True
19,8713,フィデアホールディングス,銀行業,プライム,8713.T,フィデアホールディングス(株),76,1,値上がり率,175,2026-08-13,2026-08-07,2,1,30.0,-46.0,2026-08-13,2628.0,0.06096083972547439,0.21105990783410133,0.2460881934566146,0.34081632653061233,0.2381430329804919,2209.9,2059.366666666667,0.1891940811801438,0.2761204901183212,0.0,0.46738870068016036,125600.0,85895.0,1.4622504220268933,203102370.0,284,18.38150289017341,15.971098265895954,6.811594202898551,9.046242774566474,9.335260115606935,3.901734104046243,4.485549132947977,6.322254335260116,3.7630057803468207,78.02,41.16,18.38,8.39,v7,True,True,True,True,True,True,True,True,True,False,True,False
20,4255,ＴＨＥＣＯＯ,情報・通信業,グロース,4255.T,ＴＨＥＣＯＯ(株),8,1,値上がり率,243,2026-08-13,2026-06-19,7,2,30.0,22.0,2026-08-13,3200.0,0.18562430529825868,0.23695400077309614,0.3300083125519535,0.26182965299684535,0.5670910871694417,2525.95,2488.5,0.26685009600348386,0.28591520996584285,0.0,0.6781256216951344,10900.0,1725.0,6.318840579710145,6029080.0,281,18.959537572254334,14.722543352601155,8.840579710144928,9.624277456647398,9.421965317919076,1.3005780346820808,6.843930635838151,6.322254335260116,1.9017341040462423,77.94,42.52,19.05,8.14,v7,True,False,True,True,True,True,True,True,True,False,True,False
21,6742,京三製作所,電気機器,プライム,6742.T,(株)京三製作所,56,1,値上がり率,195,2026-08-13,2026-06-25,5,1,83.0,27.0,2026-08-13,1069.0,0.06899999999999995,0.07979797979797976,0.24302325581395356,0.429144385026738,0.5200618352738438,922.7,898.2,0.15855641053430136,0.19015809396570904,0.0,0.7324093274183283,449000.0,313140.0,1.433863447659194,301744995.0,284,18.32369942196532,17.063583815028903,8.695652173913043,8.61271676300578,8.583815028901734,4.190751445086705,4.393063583815029,6.322254335260116,1.7398843930635837,77.93,44.08,17.2,8.58,v7,True,True,True,True,True,True,True,True,True,True,True,True
22,8541,愛媛銀行,銀行業,プライム,8541.T,(株)愛媛銀行,50,1,値上がり率,201,2026-08-13,2026-06-22,4,1,7.0,-43.0,2026-08-13,3040.0,0.07231040564373892,0.11559633027522942,0.3251961639058414,0.5637860082304527,0.6051471589645276,2689.65,2267.1833333333334,0.13025858383060984,0.34087083091354176,0.0,0.6337775486121361,220400.0,388755.0,0.5669380458129156,1085573910.0,284,18.843930635838152,17.583815028901732,8.98550724637681,8.063583815028903,9.624277456647398,5.491329479768787,0.4161849710982659,6.322254335260116,2.164739884393063,77.5,45.41,17.69,5.91,v7,True,True,True,True,True,True,True,False,True,True,True,True
23,3551,ダイニック,繊維製品,スタンダード,3551.T,ダイニック(株),15,1,値上がり率,236,2026-08-13,2026-06-18,2,1,93.0,78.0,2026-08-13,1585.0,0.14771904417089066,0.15862573099415211,0.12093352192362095,0.4422202001819837,0.47288039596183906,1355.45,1270.2666666666667,0.16935335128555096,0.2477694972184319,0.0,0.5923671621837294,219900.0,21925.0,10.029646522234891,43679895.0,264,14.219653179190752,17.115606936416185,8.376811594202898,8.84393063583815,9.248554913294798,2.8612716763005777,7.421965317919075,6.322254335260116,2.5289017341040463,76.94,39.71,18.09,10.28,v7,True,False,True,True,True,True,True,True,True,True,True,False
24,8362,福井銀行,銀行業,プライム,8362.T,(株)福井銀行,55,1,値上がり率,196,2026-08-13,2026-06-22,8,2,130.0,75.0,2026-08-13,6770.0,0.07120253164556956,0.15726495726495737,0.15136054421768708,0.49118942731277526,1.0501080986009468,5981.0,5547.666666666667,0.13191773950844343,0.22033287267920443,0.0,0.6717759875606258,105900.0,78260.0,1.3531817020189114,486222100.0,284,15.606936416184972,17.323699421965316,9.594202898550725,8.121387283236993,8.93063583815029,4.768786127167631,4.161849710982659,6.322254335260116,1.9421965317919074,76.77,42.52,17.05,8.93,v7,True,True,True,True,True,True,True,True,True,True,True,True
25,6027,弁護士ドットコム,サービス業,プライム,6027.T,弁護士ドットコム(株),7,1,値上がり率,244,2026-08-13,2026-06-19,6,2,33.0,26.0,2026-08-13,3150.0,0.18867924528301883,0.3179916317991631,0.3070539419087137,0.1388286334056399,0.30004127115146506,2381.65,2325.983333333333,0.32261247454495834,0.3542659377037669,0.0,0.781613916462454,948000.0,86430.0,10.968413745227352,346200380.0,284,18.67052023121387,11.184971098265896,7.362318840579711,9.913294797687861,9.710982658959537,4.335260115606936,7.5606936416184976,6.322254335260116,1.4971098265895955,76.56,37.22,19.62,11.9,v7,True,True,True,True,True,True,True,True,True,False,True,False
26,6869,シスメックス,電気機器,プライム,6869.T,シスメックス(株),141,1,出来高,110,2026-08-13,2026-06-19,8,3,131.0,-10.0,2026-08-13,1888.5,-0.02453512396694213,0.16108207808177077,0.20980140935297875,0.34556465977912354,0.44486397130929367,1651.25,1519.625,0.143679031037093,0.24274080776507367,-0.04621212121212126,0.7824724145804817,3632800.0,3123775.0,1.1629518771358371,5495491582.5,284,17.6878612716763,16.23121387283237,8.289855072463768,8.352601156069364,9.190751445086706,6.7630057803468215,3.445086705202312,4.61271676300578,1.476878612716763,76.05,42.21,17.54,10.21,v7,True,True,True,True,True,True,True,False,True,True,True,True
27,8065,佐藤商事,卸売業,プライム,8065.T,佐藤商事(株),145,1,値上がり率,106,2026-08-13,2026-08-03,2,1,46.0,-99.0,2026-08-13,3725.0,0.0463483146067416,0.05673758865248235,0.2487428762990278,0.18819776714513559,0.5644091985735182,3238.45,3134.45,0.15024162793929197,0.1884062594713587,0.0,0.48409150437177556,98900.0,49950.0,1.97997997997998,174442415.0,284,18.4393063583815,12.953757225433526,8.81159420289855,8.497109826589595,8.410404624277458,3.84393063583815,5.179190751445088,6.322254335260116,3.540462427745665,76.0,40.2,16.91,9.02,v7,True,True,True,True,True,True,True,True,True,True,True,True
28,8346,東邦銀行,銀行業,プライム,8346.T,(株)東邦銀行,87,1,値上がり率,164,2026-08-13,2026-07-21,2,1,83.0,-4.0,2026-08-13,989.0,0.05775401069518726,0.06803455723542107,0.19013237063778576,0.31515957446808507,0.37696221314979694,895.9,816.1333333333333,0.1039178479741043,0.21181179545825857,0.0,0.4996551538084742,1367800.0,1056810.0,1.294272385764707,979049245.0,284,16.647398843930638,15.554913294797686,7.971014492753624,7.514450867052022,8.901734104046243,5.404624277456649,3.953757225433526,6.322254335260116,3.277456647398844,75.55,40.17,16.42,9.36,v7,True,True,True,True,True,True,True,True,True,True,True,True
29,3040,ソリトンシステムズ,情報・通信業,プライム,3040.T,(株)ソリトンシステムズ,71,1,値上がり率,180,2026-08-13,2026-08-12,2,2,23.0,-48.0,2026-08-13,2444.0,0.06307090039147445,0.2343434343434343,0.2299949672873678,0.16104513064133008,0.20572274296990622,2023.6,2042.1683939615884,0.20774856691045662,0.1967671261716577,0.0,0.48843522664789013,510100.0,93950.0,5.429483767961682,257740510.0,284,18.15028901734104,12.06936416184971,6.521739130434782,9.190751445086706,8.670520231213873,4.104046242774567,6.658959537572255,6.322254335260116,3.4797687861271673,75.17,36.74,17.86,10.76,v7,True,True,True,True,True,True,True,True,True,False,True,False
30,8551,北日本銀行,銀行業,プライム,8551.T,(株)北日本銀行,102,1,値上がり率,149,2026-08-13,2026-07-13,2,1,32.0,-70.0,2026-08-13,7240.0,0.05385735080058218,0.09863429438543236,0.18300653594771243,0.3660377358490565,0.43340530237923214,6647.0,5846.166666666667,0.08921317887768909,0.23841833680189284,0.0,0.4278021055173184,49200.0,42885.0,1.1472542847149354,290238200.0,284,16.358381502890175,16.4393063583815,8.231884057971014,7.023121387283237,9.132947976878613,4.1618497109826595,3.3063583815028905,6.322254335260116,4.1473988439306355,75.12,41.03,16.16,7.47,v7,True,True,True,True,True,True,True,False,True,True,True,True
31,6951,日本電子,電気機器,プライム,6951.T,日本電子(株),81,1,値上がり率,170,2026-08-13,2026-07-01,6,1,120.0,39.0,2026-08-13,9002.0,0.05968216597998821,0.03186611646033932,0.1402153261557948,0.36829305365557086,0.44695451252657703,8301.05,7482.45,0.08444112491793221,0.20308187826179935,0.0,0.5862290649050292,499100.0,337510.0,1.4787709993777962,2897085105.0,284,15.144508670520231,16.491329479768787,8.318840579710145,6.7630057803468215,8.786127167630058,6.213872832369942,4.508670520231214,6.322254335260116,2.569364161849711,75.12,39.95,15.55,10.72,v7,True,True,True,True,True,True,True,True,True,True,True,True
32,7979,松風,精密機器,プライム,7979.T,(株)松風,111,1,値上がり率,140,2026-08-13,2026-08-13,1,1,,,2026-08-13,2410.0,0.05240174672489073,0.09445958219800188,0.1351860574658501,0.3724373576309794,0.36559596973664155,2187.25,2037.05,0.10184021030974977,0.1830833803784886,0.0,0.36412003392110487,181200.0,101265.0,1.789364538586876,237874740.0,284,14.797687861271674,16.54335260115607,7.855072463768115,7.4566473988439315,8.236994219653178,4.017341040462428,4.971098265895954,6.322254335260116,4.895953757225433,75.1,39.2,15.69,8.99,v7,True,True,True,True,True,True,True,True,True,True,True,True
33,4062,イビデン,電気機器,プライム,4062.T,イビデン(株),43,2,値上がり率・出来高,308,2026-08-13,2026-06-15,41,40,63.0,20.0,2026-08-13,21560.0,0.052734375,0.06050172159370382,0.1991101223581757,0.40731070496083555,1.4600433387773304,17555.0,20090.916666666668,0.2281401310168043,0.07312176729948439,-0.18410596026490067,1.5286605952926877,10795100.0,8881690.0,1.2154330988809563,156928254600.0,284,17.28323699421965,16.803468208092482,9.91304347826087,9.335260115606935,5.520231213872832,9.797687861271676,3.722543352601156,2.4884393063583814,0.08092485549132947,74.94,44.0,14.86,13.52,v7,True,True,True,True,True,True,True,True,False,False,False,False
