rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,3436,3436.T,ＳＵＭＣＯ,プライム,金属製品,15,True,jpx_liquidity,JPX流動性,15.0,1.0,出来高,2026-07-14,5307.0,0.03389830508474567,0.16126914660831515,0.2806103530830657,1.3707840071476434,2.298321939092604,4437.996240234375,3629.9590413411456,0.1958099359993446,0.46199996737132465,0.0,1.0854767808809713,34000600.0,17233055.0,1.9729873780359894,84534226315.0,264,19.816666666666666,17.835,9.908180300500835,9.908333333333333,9.908333333333333,9.766666666666667,7.8,6.7725,0.07583333333333334,91.79,47.56,19.82,17.57,v7,True,True,True,True,True,True,True,True,True,False,False,False
2,6098,6098.T,リクルートホールディングス,プライム,サービス業,31,True,jpx_liquidity,JPX流動性,127.0,1.0,出来高,2026-07-14,12660.0,0.025101214574898778,0.029268292682926855,0.17767441860465105,0.7674158871981014,0.38008079384794025,11602.75,9955.283333333333,0.09112063950356597,0.2716865583936168,0.0,0.3356331684328159,3951800.0,4015680.0,0.9840923579568093,47370061625.0,264,18.8,17.835,8.280467445742904,9.5,9.908333333333333,9.5,5.413333333333332,6.7725,2.905,88.91,44.92,19.41,14.91,v7,True,True,True,True,True,True,True,False,True,True,True,True
3,8306,8306.T,三菱ＵＦＪフィナンシャル・グループ,プライム,銀行業,13,True,jpx_liquidity,JPX流動性,10.0,1.0,出来高,2026-07-14,3600.0,0.016661959898333745,0.04468949506674402,0.11524163568773238,0.2356272524455123,0.22706319430372934,3338.45,3105.641666666667,0.07834474082283704,0.1591807382800654,0.0,0.24668939058247982,53200600.0,34206450.0,1.5552797791059874,117194806370.0,264,17.366666666666664,15.03,6.844741235392321,9.25,9.5,9.8,7.6,6.7725,4.725,86.89,39.24,18.75,17.4,v7,True,True,True,True,True,True,True,True,True,True,True,True
4,8366,8366.T,滋賀銀行,プライム,銀行業,345,False,jpx_liquidity,JPX流動性,,,,2026-07-14,2784.0,-0.028950122078828078,0.0039668229354490325,0.21891418563922938,0.3397497593840231,0.7277276135252351,2565.55,2215.85,0.0851474342733527,0.25640273484216003,-0.03701141473538572,0.37312720037792435,1624100.0,966405.0,1.6805583580382966,2639487345.0,264,19.3,16.35,9.348914858096828,9.366666666666667,9.908333333333333,4.2666666666666675,7.72,5.6,2.5783333333333336,84.44,45.0,19.27,11.99,v7,True,True,True,True,True,True,True,True,True,True,True,True
5,8136,8136.T,サンリオ,プライム,卸売業,36,True,jpx_liquidity,JPX流動性,13.0,1.0,出来高,2026-07-14,1200.0,0.03359173126614978,0.04257167680278018,0.3793103448275863,0.18343195266272194,0.2569955091411056,1061.5049987792968,957.6266672770182,0.13047041830228667,0.2530979357667251,0.0,0.5066202393324314,38155000.0,38751870.0,0.9845976465135747,41447055407.6532,264,19.816666666666666,13.8,7.22871452420701,9.908333333333333,9.908333333333333,9.416666666666668,5.426666666666666,6.7725,1.5866666666666667,83.86,40.85,19.82,14.84,v7,True,True,True,True,True,True,True,False,True,True,True,True
6,7735,7735.T,ＳＣＲＥＥＮホールディングス,プライム,電気機器,27,False,jpx_liquidity,JPX流動性,,,,2026-07-14,18160.0,0.022810475922275364,0.06260971328262133,0.2130928523714095,0.6614821591948765,1.0507282816787091,17332.5,13456.166666666666,0.04774267993653547,0.3495671129717479,-0.06824012314007188,0.7867733222771485,3155500.0,3464215.0,0.9108845726954015,60316076375.0,264,19.26666666666667,17.4,9.68280467445743,7.95,9.908333333333333,9.566666666666668,4.68,4.83,0.5133333333333333,83.8,46.35,17.86,14.25,v7,True,True,True,True,True,True,True,False,False,True,True,True
7,6266,6266.T,タツモ,プライム,機械,451,True,jpx_liquidity,JPX流動性,66.0,1.0,値上がり率,2026-07-14,5370.0,0.05500982318271119,0.22045454545454546,0.27857142857142847,0.9627192982456141,1.0294784580498866,4762.5,3876.45,0.12755905511811028,0.3852880857485588,0.0,0.8883074325537782,446800.0,334900.0,1.3341295909226636,1650806750.0,264,19.816666666666666,17.835,9.666110183639399,9.8,9.908333333333333,2.5,7.1866666666666665,6.7725,0.29166666666666663,83.78,47.32,19.71,9.69,v7,True,True,True,True,True,True,True,True,True,True,False,False
8,3774,3774.T,インターネットイニシアティブ,プライム,情報・通信業,428,False,jpx_liquidity,JPX流動性,,,,2026-07-14,3541.0,0.004539007092198677,0.021049596309111962,0.19993222636394448,0.3559257131916522,0.35104328126862994,3243.875,3060.225,0.09159569958768454,0.15710446127327238,0.0,0.21560790664976556,566800.0,563780.0,1.0053566994217602,1836152047.5,264,19.133333333333336,16.499999999999996,7.996661101836395,9.516666666666667,9.483333333333334,2.8833333333333333,5.626666666666668,6.7725,5.553333333333333,83.47,43.63,19.0,8.51,v7,True,True,True,True,True,True,True,False,True,True,True,True
9,4680,4680.T,ラウンドワン,プライム,サービス業,280,True,jpx_liquidity,JPX流動性,76.0,2.0,値上がり率・出来高,2026-07-14,1320.0,0.05137395459976113,0.05896510228640195,0.29734741461286673,0.33414187126357087,0.1800842449612463,1159.8968292236327,990.6982879638672,0.1380322514404415,0.3323935410375345,0.0,0.4778886833227317,3964500.0,3112355.0,1.273794281179364,3704460113.8586426,264,19.816666666666666,16.29,6.243739565943238,9.908333333333333,9.908333333333333,5.35,7.026666666666666,6.7725,1.7733333333333334,83.09,42.35,19.82,12.38,v7,True,True,True,True,True,True,True,True,True,True,True,True
10,7453,7453.T,良品計画,プライム,小売業,66,True,jpx_liquidity,JPX流動性,50.0,1.0,出来高,2026-07-14,4310.0,0.018190408693598004,0.13093676200472326,0.2079596412556053,0.10230179028132991,0.3656979419408801,3650.8,3640.45,0.18056316423797525,0.1839195703827825,0.0,0.6512168271450295,10512800.0,4832745.0,2.175326858752117,19496652920.0,264,19.233333333333334,11.22,8.130217028380635,9.908333333333333,9.666666666666668,8.916666666666668,7.8133333333333335,6.7725,0.8866666666666667,82.55,38.58,19.58,16.73,v7,True,True,True,True,True,True,True,True,True,False,True,False
11,8331,8331.T,千葉銀行,プライム,銀行業,199,False,jpx_liquidity,JPX流動性,,,,2026-07-14,2781.0,0.010170722847802294,0.008888082713585987,0.13255956017104453,0.23627472771727054,0.3637645055924221,2586.075,2378.05,0.07537484411705009,0.1694455541304849,0.0,0.2731734895164003,2146200.0,2362645.0,0.9083886914877182,5995301440.0,264,17.766666666666666,15.06,8.113522537562604,9.133333333333333,9.616666666666667,6.7,4.653333333333333,6.7725,4.071666666666666,81.89,40.94,18.75,11.35,v7,True,True,True,True,True,True,True,False,True,True,True,True
12,4385,4385.T,メルカリ,プライム,情報・通信業,160,False,jpx_liquidity,JPX流動性,,,,2026-07-14,4771.0,0.012521222410865951,0.05740248226950362,0.2661889596602973,0.24666840867520246,0.49467418546365916,4209.75,4053.9333333333334,0.13332145614347635,0.1768817115887451,-0.002925809822361569,0.4669567231015087,1408500.0,1897585.0,0.7422592400340433,7969706340.0,264,19.816666666666666,15.24,8.714524207011685,9.908333333333333,9.633333333333335,7.35,2.6533333333333333,6.486666666666666,1.82,81.62,43.77,19.54,10.0,v7,True,True,True,True,True,True,True,False,True,True,True,True
13,8411,8411.T,みずほフィナンシャルグループ,プライム,銀行業,21,True,jpx_liquidity,JPX流動性,57.0,1.0,出来高,2026-07-14,8480.0,0.007484852085065885,0.03075240063206519,0.09320613639293551,0.2192667145938174,0.2523706795222036,8029.65,7413.816666666667,0.05608588170094597,0.14381031812224476,0.0,0.2894434936689654,8874200.0,8710970.0,1.0187384412987301,69562038105.0,264,16.0,14.58,7.145242070116862,8.366666666666667,9.283333333333333,9.666666666666668,5.72,6.7725,3.64,81.17,37.73,17.65,15.39,v7,True,True,True,True,True,True,True,False,True,True,True,True
