rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,3436,ＳＵＭＣＯ,金属製品,プライム,3436.T,(株)ＳＵＭＣＯ,15,1,出来高,236,2026-07-14,2026-06-15,21,20,12.0,-3.0,2026-07-14,5307.0,0.03389830508474567,0.16126914660831515,0.2806103530830657,1.3707840071476434,2.298321939092604,4437.996240234375,3629.9590413411456,0.1958099359993446,0.46199996737132465,0.0,1.0854767808809713,34000600.0,17233055.0,1.9729873780359894,84534226315.0,264,18.34355828220859,17.83435582822086,9.907692307692308,9.41717791411043,9.9079754601227,9.662576687116564,5.9386503067484675,6.53834355828221,0.42944785276073616,87.98,46.09,19.33,15.6,v7,True,True,True,True,True,True,True,True,True,False,False,False
2,7803,ブシロード,その他製品,グロース,7803.T,(株)ブシロード,46,2,値上がり率・出来高,305,2026-07-14,2026-07-01,5,4,26.0,-20.0,2026-07-14,401.0,0.06366047745358094,0.241486068111455,0.4885224894319178,0.5572236033957512,0.3231311683337086,296.5918594360352,269.0513760884603,0.3520263191393562,0.49042166529621034,0.0,0.567384442087514,3372900.0,885210.0,3.8102823058935167,337341045.0,253,19.8159509202454,17.171779141104295,8.276923076923078,9.9079754601227,9.9079754601227,4.754601226993865,6.871165644171779,6.53834355828221,1.9754601226993862,85.22,45.26,19.82,11.63,v7,True,True,True,True,True,True,True,True,True,False,True,False
3,4419,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,グロース,4419.T,(株)Ｆｉｎａｔｅｘｔホールディングス,37,1,値上がり率,214,2026-07-14,2026-06-29,5,2,110.0,73.0,2026-07-14,1713.0,0.06995627732667087,0.10945595854922274,0.397226753670473,0.5335720680393912,0.8762322015334063,1417.5,1277.1,0.20846560846560847,0.34132017852948104,0.0,0.6736360685145039,874900.0,494240.0,1.7701926189705406,749835885.0,259,19.14110429447853,17.116564417177916,9.507692307692308,9.539877300613497,9.69325153374233,5.490797546012271,5.668711656441718,6.53834355828221,1.4386503067484662,84.13,45.77,19.23,11.16,v7,True,True,True,True,True,True,True,True,True,False,True,False
4,4174,アピリッツ,情報・通信業,スタンダード,4174.T,(株)アピリッツ,4,2,値上がり率・出来高増加率,347,2026-07-14,2026-06-25,6,4,63.0,59.0,2026-07-14,925.0,0.19354838709677424,0.3785394932935917,0.45669291338582685,0.4847512038523274,0.38871809495499265,696.55,656.8,0.32797358409303,0.4083434835566384,0.0,0.8551956032682431,725700.0,83660.0,8.674396366244322,89615625.0,259,19.509202453987733,17.006134969325153,8.707692307692309,9.9079754601227,9.9079754601227,3.8036809815950927,7.58282208588957,6.53834355828221,0.7944785276073619,83.76,45.22,19.82,11.39,v7,True,True,True,True,True,True,True,True,True,False,False,False
5,4175,ｃｏｌｙ,情報・通信業,グロース,4175.T,(株)ｃｏｌｙ,39,1,値上がり率,212,2026-07-14,2026-06-18,5,2,81.0,42.0,2026-07-14,2842.0,0.06842105263157894,0.10756040530007804,0.4710144927536233,0.39862204724409445,0.49657714586624535,2327.5,2114.1833333333334,0.2210526315789474,0.34425428258350355,0.0,0.5522493430746527,48200.0,14460.0,3.3333333333333335,36494000.0,262,19.570552147239265,16.39877300613497,8.984615384615383,9.570552147239265,9.723926380368098,3.4355828220858893,6.699386503067485,6.53834355828221,2.0828220858895707,83.0,44.95,19.29,10.13,v7,True,False,True,True,True,True,True,True,True,False,True,False
6,6098,リクルートホールディングス,サービス業,プライム,6098.T,(株)リクルートホールディングス,127,1,出来高,124,2026-07-14,2026-06-17,15,1,88.0,-39.0,2026-07-14,12660.0,0.025101214574898778,0.029268292682926855,0.17767441860465105,0.7674158871981014,0.38008079384794025,11602.75,9955.283333333333,0.09112063950356597,0.2716865583936168,0.0,0.3356331684328159,3951800.0,4015680.0,0.9840923579568093,47370061625.0,264,16.687116564417177,17.613496932515336,8.646153846153846,7.852760736196319,9.50920245398773,9.23312883435583,2.625766871165644,6.53834355828221,3.6288343558282206,82.33,42.95,17.36,11.86,v7,True,True,True,True,True,True,True,False,True,True,True,True
7,6266,タツモ,機械,プライム,6266.T,タツモ(株),66,1,値上がり率,185,2026-07-14,2026-06-15,8,1,24.0,-42.0,2026-07-14,5370.0,0.05500982318271119,0.22045454545454546,0.27857142857142847,0.9627192982456141,1.0294784580498866,4762.5,3876.45,0.12755905511811028,0.3852880857485588,0.0,0.8883074325537782,446800.0,334900.0,1.3341295909226636,1650806750.0,264,18.282208588957054,17.83435582822086,9.661538461538463,8.680981595092023,9.9079754601227,5.98159509202454,4.466257668711656,6.53834355828221,0.6871165644171779,82.04,45.78,18.59,10.45,v7,True,True,True,True,True,True,True,True,True,True,False,False
8,4680,ラウンドワン,サービス業,プライム,4680.T,(株)ラウンドワン,76,2,値上がり率・出来高,275,2026-07-14,2026-06-22,6,1,111.0,35.0,2026-07-14,1320.0,0.05137395459976113,0.05896510228640195,0.29734741461286673,0.33414187126357087,0.1800842449612463,1159.8968292236327,990.6982879638672,0.1380322514404415,0.3323935410375345,0.0,0.4778886833227317,3964500.0,3112355.0,1.273794281179364,3704460113.8586426,264,18.527607361963188,15.901840490797547,7.230769230769231,8.895705521472392,9.662576687116564,6.5030674846625764,4.294478527607362,6.53834355828221,2.469325153374233,80.02,41.66,18.56,10.8,v7,True,True,True,True,True,True,True,True,True,True,True,True
9,7600,日本エム・ディ・エム,精密機器,プライム,7600.T,(株)日本エム・ディ・エム,104,1,値上がり率,147,2026-07-14,2026-06-17,3,1,48.0,-56.0,2026-07-14,988.0,0.04661016949152552,0.11136107986501687,0.2273291925465839,0.7642857142857142,1.0037128505290798,907.2,752.65,0.08906525573192225,0.31269514382515107,0.0,0.6408933523302908,478600.0,333095.0,1.4368273315420526,309464815.0,264,17.73006134969325,17.558282208588956,9.63076923076923,7.760736196319019,9.570552147239265,4.69325153374233,4.883435582822086,6.53834355828221,1.6104294478527605,79.98,44.92,17.33,9.58,v7,True,True,True,True,True,True,True,True,True,True,True,True
10,3276,ＪＰＭＣ,不動産業,プライム,3276.T,(株)ＪＰＭＣ,144,1,値上がり率,107,2026-07-14,2026-07-10,2,1,18.0,-126.0,2026-07-14,1656.0,0.038895859473023764,0.180327868852459,0.30473849883755144,0.24792765636774683,0.2797527047913446,1355.3659606933593,1326.2256510416667,0.22181023282659873,0.2486562891460562,0.0,0.4276250385707782,147700.0,88130.0,1.675933280381255,135913950.0,264,18.588957055214724,15.073619631901842,8.123076923076923,9.601226993865032,9.294478527607362,4.079754601226994,5.447852760736196,6.53834355828221,2.9202453987730066,79.67,41.79,18.9,9.53,v7,True,True,True,True,True,True,True,True,True,False,True,False
11,8136,サンリオ,卸売業,プライム,8136.T,(株)サンリオ,13,1,出来高,238,2026-07-14,2026-06-15,21,20,19.0,6.0,2026-07-14,1200.0,0.03359173126614978,0.04257167680278018,0.3793103448275863,0.18343195266272194,0.2569955091411056,1061.5049987792968,957.6266672770182,0.13047041830228667,0.2530979357667251,0.0,0.5066202393324314,38155000.0,38751870.0,0.9845976465135747,41447055407.6532,264,19.079754601226995,13.858895705521473,7.907692307692308,8.773006134969325,9.38650306748466,9.141104294478527,2.6503067484662575,6.53834355828221,2.3190184049079754,79.65,40.85,18.16,11.79,v7,True,True,True,True,True,True,True,False,True,True,True,True
12,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,10,1,出来高,241,2026-07-14,2026-06-15,21,20,10.0,0.0,2026-07-14,3600.0,0.016661959898333745,0.04468949506674402,0.11524163568773238,0.2356272524455123,0.22706319430372934,3338.45,3105.641666666667,0.07834474082283704,0.1591807382800654,0.0,0.24668939058247982,53200600.0,34206450.0,1.5552797791059874,117194806370.0,264,14.355828220858896,14.963190184049079,7.630769230769231,7.300613496932516,8.680981595092023,9.69325153374233,5.153374233128834,6.53834355828221,5.2607361963190185,79.58,36.95,15.98,14.85,v7,True,True,True,True,True,True,True,True,True,True,True,True
13,4722,フューチャー,情報・通信業,プライム,4722.T,フューチャー(株),55,1,値上がり率,196,2026-07-14,2026-06-26,4,2,14.0,-41.0,2026-07-14,2053.0,0.058247422680412386,0.219845513963161,0.41545596427749043,0.22787081339712922,0.03321590337191749,1598.1628112792969,1582.1112040201822,0.28460003293194847,0.2976331845595166,0.0,0.5297178793849467,1725600.0,388995.0,4.436046735819226,811099360.0,264,19.202453987730063,14.687116564417176,4.984615384615385,9.754601226993866,9.539877300613497,5.552147239263804,7.0184049079754605,6.53834355828221,2.190184049079755,79.47,38.87,19.29,12.57,v7,True,True,True,True,True,True,True,True,True,False,True,False
