code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
3996,サインポスト,情報・通信業,スタンダード,3996.T,サインポスト(株),1,2,値上がり率・出来高増加率,350,2026-07-14,2026-07-13,2,2,91.0,90.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-07-14,2026-06-15,21,20,1.0,0.0
4418,ＪＤＳＣ,情報・通信業,グロース,4418.T,(株)ＪＤＳＣ,2,2,値上がり率・出来高増加率,349,2026-07-14,2026-07-02,4,1,53.0,51.0
6836,ぷらっとホーム,電気機器,スタンダード,6836.T,ぷらっとホーム(株),3,2,値上がり率・出来高増加率,348,2026-07-14,2026-06-17,3,2,17.0,14.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),3,1,出来高,248,2026-07-14,2026-06-15,21,20,3.0,0.0
4174,アピリッツ,情報・通信業,スタンダード,4174.T,(株)アピリッツ,4,2,値上がり率・出来高増加率,347,2026-07-14,2026-06-25,6,4,63.0,59.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),4,1,出来高,247,2026-07-14,2026-06-15,21,20,2.0,-2.0
4381,ビープラッツ,情報・通信業,グロース,4381.T,ビープラッツ(株),5,1,値上がり率,246,2026-07-14,2026-06-24,5,3,1.0,-4.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),5,1,出来高,246,2026-07-14,2026-06-15,21,20,7.0,2.0
4199,ワンダープラネット,情報・通信業,グロース,4199.T,ワンダープラネット(株),6,1,値上がり率,245,2026-07-14,2026-07-07,4,3,3.0,-3.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-07-14,2026-06-15,21,20,6.0,0.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),7,1,出来高,244,2026-07-14,2026-06-15,21,20,5.0,-2.0
3177,ありがとうサービス,小売業,スタンダード,3177.T,(株)ありがとうサービス,8,2,値上がり率・出来高増加率,343,2026-07-14,2026-07-09,2,1,146.0,138.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),8,1,出来高,243,2026-07-14,2026-06-15,21,20,9.0,1.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),9,1,出来高,242,2026-07-14,2026-06-15,20,3,8.0,-1.0
3133,海帆,小売業,グロース,3133.T,(株)海帆,9,2,値上がり率・出来高,342,2026-07-14,2026-06-25,10,2,147.0,138.0
3810,サイバーステップホールディングス,情報・通信業,スタンダード,3810.T,サイバーステップホールディングス(株),10,3,値上がり率・出来高・出来高増加率,441,2026-07-14,2026-06-18,3,1,56.0,46.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,10,1,出来高,241,2026-07-14,2026-06-15,21,20,10.0,0.0
4819,デジタルガレージ,情報・通信業,プライム,4819.T,(株)デジタルガレージ,11,2,値上がり率・出来高増加率,340,2026-07-14,2026-06-29,3,1,119.0,108.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,11,1,出来高,240,2026-07-14,2026-06-15,21,20,11.0,0.0
2164,地域新聞社,サービス業,スタンダード,2164.T,(株)地域新聞社,12,2,値上がり率・出来高増加率,339,2026-07-14,2026-06-24,3,1,86.0,74.0
5103,昭和ホールディングス,ゴム製品,スタンダード,5103.T,昭和ホールディングス(株),12,3,値上がり率・出来高・出来高増加率,439,2026-07-14,2026-06-18,4,1,55.0,43.0
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),12,1,出来高,239,2026-07-14,2026-06-15,21,20,17.0,5.0
8136,サンリオ,卸売業,プライム,8136.T,(株)サンリオ,13,1,出来高,238,2026-07-14,2026-06-15,21,20,19.0,6.0
9331,キャスター,サービス業,グロース,9331.T,(株)キャスター,13,1,値上がり率,238,2026-07-14,2026-06-18,3,2,10.0,-3.0
4889,レナサイエンス,医薬品,グロース,4889.T,(株)レナサイエンス,14,2,値上がり率・出来高増加率,337,2026-07-14,2026-06-18,3,1,81.0,67.0
6981,村田製作所,電気機器,プライム,6981.T,(株)村田製作所,14,1,出来高,237,2026-07-14,2026-06-15,21,20,13.0,-1.0
3436,ＳＵＭＣＯ,金属製品,プライム,3436.T,(株)ＳＵＭＣＯ,15,1,出来高,236,2026-07-14,2026-06-15,21,20,12.0,-3.0
504A,イノバセル,医薬品,グロース,504A.T,イノバセル(株),15,1,値上がり率,236,2026-07-14,2026-06-22,8,1,125.0,110.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),16,1,出来高,235,2026-07-14,2026-06-15,21,20,18.0,2.0
9270,バリュエンスホールディングス,卸売業,グロース,9270.T,バリュエンスホールディングス(株),16,1,値上がり率,235,2026-07-14,2026-07-14,1,1,,
6568,神戸天然物化学,サービス業,グロース,6568.T,神戸天然物化学(株),17,1,出来高増加率,234,2026-07-14,2026-06-24,3,1,76.0,59.0
6617,東光高岳,電気機器,プライム,6617.T,(株)東光高岳,17,1,値上がり率,234,2026-07-14,2026-07-14,1,1,,
6976,太陽誘電,電気機器,プライム,6976.T,太陽誘電(株),17,1,出来高,234,2026-07-14,2026-06-15,21,20,16.0,-1.0
3350,メタプラネット,卸売業,スタンダード,3350.T,(株)メタプラネット,18,2,値上がり率・出来高,333,2026-07-14,2026-06-15,21,20,20.0,2.0
4259,エクサウィザーズ,情報・通信業,グロース,4259.T,(株)エクサウィザーズ,18,2,値上がり率・出来高,333,2026-07-14,2026-07-03,3,1,86.0,68.0
9444,トーシンホールディングス,情報・通信業,スタンダード,9444.T,(株)トーシンホールディングス,18,2,値上がり率・出来高増加率,333,2026-07-14,2026-06-22,4,1,5.0,-13.0
6506,安川電機,電気機器,プライム,6506.T,(株)安川電機,19,1,出来高,232,2026-07-14,2026-06-17,19,17,48.0,29.0
7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,サービス業,グロース,7352.T,(株)ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,19,1,値上がり率,232,2026-07-14,2026-06-25,7,1,59.0,40.0
9213,セイファート,サービス業,スタンダード,9213.T,(株)セイファート,19,1,出来高増加率,232,2026-07-14,2026-07-06,2,1,30.0,11.0
4443,Ｓａｎｓａｎ,情報・通信業,プライム,4443.T,Ｓａｎｓａｎ(株),20,3,値上がり率・出来高・出来高増加率,431,2026-07-14,2026-06-29,3,1,76.0,56.0
5016,ＪＸ金属,非鉄金属,プライム,5016.T,ＪＸ金属(株),20,1,出来高,231,2026-07-14,2026-06-15,21,20,21.0,1.0
4165,プレイド,情報・通信業,グロース,4165.T,(株)プレイド,21,1,値上がり率,230,2026-07-14,2026-06-24,5,1,16.0,-5.0
6740,ジャパンディスプレイ,電気機器,プライム,6740.T,(株)ジャパンディスプレイ,21,1,出来高,230,2026-07-14,2026-06-15,21,20,22.0,1.0
6226,守谷輸送機工業,機械,スタンダード,6226.T,守谷輸送機工業(株),22,1,値上がり率,229,2026-07-14,2026-07-14,1,1,,
7042,アクセスグループ・ホールディングス,サービス業,スタンダード,7042.T,(株)アクセスグループ・ホールディングス,22,2,値上がり率・出来高増加率,329,2026-07-14,2026-06-24,3,1,15.0,-7.0
7203,トヨタ自動車,輸送用機器,プライム,7203.T,トヨタ自動車(株),22,1,出来高,229,2026-07-14,2026-06-15,21,20,23.0,1.0
7085,カーブスホールディングス,サービス業,プライム,7085.T,(株)カーブスホールディングス,23,1,値上がり率,228,2026-07-14,2026-07-14,1,1,,
7201,日産自動車,輸送用機器,プライム,7201.T,日産自動車(株),23,1,出来高,228,2026-07-14,2026-06-15,21,20,15.0,-8.0
2338,クオンタムソリューションズ,情報・通信業,スタンダード,2338.T,クオンタムソリューションズ(株),24,2,値上がり率・出来高増加率,327,2026-07-14,2026-06-19,3,1,58.0,34.0
5801,古河電気工業,非鉄金属,プライム,5801.T,古河電気工業(株),24,1,出来高,227,2026-07-14,2026-06-19,16,12,27.0,3.0
5858,ＳＴＧ,非鉄金属,グロース,5858.T,(株)ＳＴＧ,24,1,出来高増加率,227,2026-07-14,2026-06-19,4,1,105.0,81.0
6396,宇野澤組鐵工所,機械,スタンダード,6396.T,(株)宇野澤組鐵工所,25,1,出来高増加率,226,2026-07-14,2026-06-26,3,1,25.0,0.0
6615,ユー・エム・シー・エレクトロニクス,電気機器,プライム,6615.T,ユー・エム・シー・エレクトロニクス(株),25,1,値上がり率,226,2026-07-14,2026-07-14,1,1,,
7267,本田技研工業,輸送用機器,プライム,7267.T,ホンダ,25,1,出来高,226,2026-07-14,2026-06-15,21,20,54.0,29.0
4391,ロジザード,情報・通信業,グロース,4391.T,ロジザード(株),26,2,値上がり率・出来高増加率,325,2026-07-14,2026-07-14,1,1,,
5802,住友電気工業,非鉄金属,プライム,5802.T,住友電気工業(株),26,1,出来高,225,2026-07-14,2026-06-15,21,20,26.0,0.0
9929,平和紙業,卸売業,スタンダード,9929.T,平和紙業(株),26,1,出来高増加率,225,2026-07-14,2026-06-17,4,1,128.0,102.0
3895,ハビックス,パルプ・紙,スタンダード,3895.T,ハビックス(株),27,1,出来高増加率,224,2026-07-14,2026-06-17,3,1,126.0,99.0
4432,ウイングアーク１ｓｔ,情報・通信業,プライム,4432.T,ウイングアーク１ｓｔ(株),27,2,値上がり率・出来高増加率,324,2026-07-14,2026-07-14,1,1,,
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,グロース,5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株),27,1,出来高,224,2026-07-14,2026-06-24,6,4,2.0,-25.0
4120,スガイ化学工業,化学,スタンダード,4120.T,スガイ化学工業(株),28,1,出来高増加率,223,2026-07-14,2026-06-23,3,1,85.0,57.0
6668,アドテック　プラズマ　テクノロジー,電気機器,スタンダード,6668.T,(株)アドテック　プラズマ　テクノロジー,28,1,値上がり率,223,2026-07-14,2026-06-15,7,1,116.0,88.0
5726,大阪チタニウムテクノロジーズ,非鉄金属,プライム,5726.T,(株)大阪チタニウムテクノロジーズ,29,1,値上がり率,222,2026-07-14,2026-07-14,1,1,,
3236,プロパスト,不動産業,スタンダード,3236.T,(株)プロパスト,30,1,値上がり率,221,2026-07-14,2026-07-14,1,1,,
7211,三菱自動車工業,輸送用機器,プライム,7211.T,三菱自動車(株),30,1,出来高,221,2026-07-14,2026-06-15,21,20,14.0,-16.0
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,サービス業,グロース,195A.T,(株)ＭＵＳＣＡＴ　ＧＲＯＵＰ,31,2,値上がり率・出来高増加率,320,2026-07-14,2026-07-13,2,2,7.0,-24.0
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T,(株)ＷＩＺＥ,31,2,値上がり率・出来高,320,2026-07-14,2026-06-15,16,12,30.0,-1.0
7807,幸和製作所,その他製品,スタンダード,7807.T,(株)幸和製作所,31,1,出来高増加率,220,2026-07-14,2026-06-26,2,1,47.0,16.0
4755,楽天グループ,サービス業,プライム,4755.T,楽天グループ(株),32,1,出来高,219,2026-07-14,2026-06-15,21,20,43.0,11.0
