signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-07-28,2026-07-29,,8136,8136.T,サンリオ,卸売業,1281.5,1292.5,0.008583690987124415,0.0378617200324822
2026-07-28,2026-07-29,,8725,8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,5041.0,4820.0,-0.04384050783574689,0.03589374220724481
2026-07-28,2026-07-29,,4443,4443.T,Ｓａｎｓａｎ,情報・通信業,2047.0,1927.0,-0.05862237420615535,0.03533883844360551
2026-07-28,2026-07-29,,6460,6460.T,セガサミーホールディングス,機械,2787.5,2730.0,-0.020627802690582953,0.03676513538091647
2026-07-28,2026-07-29,,5401,5401.T,日本製鉄,鉄鋼,650.0,647.0,-0.004615384615384577,0.03736623343120604
2026-07-29,2026-07-30,,8136,8136.T,サンリオ,卸売業,1355.0,1292.5,-0.04612546125461259,0.035689550113482425
2026-07-29,2026-07-30,,7832,7832.T,バンダイナムコホールディングス,その他製品,4770.0,4533.0,-0.04968553459119496,0.03555634872211207
2026-07-29,2026-07-30,,5108,5108.T,ブリヂストン,ゴム製品,4135.0,3914.0,-0.05344619105199522,0.03541564244286298
2026-07-29,2026-07-30,,9889,9889.T,ＪＢＣＣホールディングス,情報・通信業,1679.0,1696.0,0.010125074449076843,0.03779418361753585
2026-07-29,2026-07-30,,4324,4324.T,電通グループ,サービス業,3835.0,3517.0,-0.08292046936114728,0.03431285199187055
2026-07-30,2026-07-31,,8136,8136.T,サンリオ,卸売業,1274.0,1292.5,0.014521193092621676,0.03698830244903274
2026-07-30,2026-07-31,,4307,4307.T,野村総合研究所,情報・通信業,4862.0,4688.0,-0.035787741670094575,0.03515409523132101
2026-07-30,2026-07-31,,4324,4324.T,電通グループ,サービス業,3693.0,3517.0,-0.04765773084213376,0.034721328767149125
2026-07-30,2026-07-31,,2503,2503.T,キリンホールディングス,食料品,2967.5,2910.5,-0.019208087615838254,0.035758570783763384
2026-07-30,2026-07-31,,5108,5108.T,ブリヂストン,ゴム製品,3980.0,3914.0,-0.016582914572864316,0.03585428164239865
2026-07-31,2026-08-03,,4661,4661.T,オリエンタルランド,サービス業,3058.0,3087.0,0.009483322432962682,0.0369042316080193
2026-07-31,2026-08-03,,2914,2914.T,日本たばこ産業,食料品,7002.0,6993.0,-0.0012853470437017567,0.036510555493074436
2026-07-31,2026-08-03,,6758,6758.T,ソニーグループ,電気機器,3598.0,3589.0,-0.002501389660922726,0.03646609996082951
2026-07-31,2026-08-03,,6379,6379.T,レイズネクスト,建設業,2902.0,2771.0,-0.04514128187456923,0.03490729019842465
2026-07-31,2026-08-03,,9902,9902.T,日伝,卸売業,3095.0,3075.0,-0.00646203554119551,0.036321308472317675
