rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,6951,日本電子,電気機器,プライム,6951.T,日本電子(株),120,1,値上がり率,131,2026-07-16,2026-07-01,5,2,69.0,-51.0,2026-07-16,8660.0,0.02874792112140656,0.18484060747024222,0.23838123838123848,0.4196721311475411,0.5108365462757412,7528.8,6971.4,0.1502497077887579,0.242218205812319,0.0,0.5166765402675092,841700.0,314975.0,2.67227557742678,2651700260.0,266,18.422712933753946,17.09148264984227,9.11111111111111,8.927444794952681,9.589905362776026,6.1198738170347,6.309148264984227,6.757097791798108,2.097791798107256,84.43,44.63,18.52,12.43,v7,True,True,True,True,True,True,True,True,True,True,True,True
2,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,精密機器,グロース,278A.T,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),110,1,出来高,141,2026-07-16,2026-06-18,6,2,3.0,-107.0,2026-07-16,12120.0,-0.07480916030534346,0.2757894736842106,0.5112219451371571,0.808955223880597,3.5684131172257825,9158.0,9469.5,0.3234330639877703,0.2798986218913353,-0.26097560975609757,1.237614643398301,4323100.0,944200.0,4.578585045541199,11273750550.0,263,19.81072555205047,17.82965299684542,9.904761904761905,9.905362776025235,9.74763406940063,7.476340694006309,6.990536277602525,1.854889589905363,0.2649842271293375,83.78,47.55,19.65,14.47,v7,True,True,True,True,True,True,True,True,False,False,False,False
3,5575,Ｇｌｏｂｅｅ,情報・通信業,グロース,5575.T,(株)Ｇｌｏｂｅｅ,11,2,値上がり率・出来高増加率,340,2026-07-16,2026-06-29,4,2,6.0,-5.0,2026-07-16,978.0,0.1001124859392577,0.4863221884498481,0.5474683544303798,0.3397260273972602,0.4256559766763848,678.1,696.65,0.4422651526323551,0.4038613363956076,0.0,0.8382091353841092,248300.0,7275.0,34.13058419243986,17079220.0,256,19.81072555205047,16.694006309148264,8.88888888888889,9.905362776025235,9.905362776025235,2.902208201892745,7.924290220820188,6.757097791798108,0.8170347003154574,83.6,45.39,19.81,10.83,v7,True,False,True,True,True,True,True,True,True,False,False,False
4,4722,フューチャー,情報・通信業,プライム,4722.T,フューチャー(株),29,1,値上がり率,222,2026-07-16,2026-06-26,5,1,55.0,26.0,2026-07-16,2150.0,0.058591826686361426,0.22089721749006253,0.4585843629169368,0.2706855791962175,0.10312981015905587,1660.8920104980468,1595.5612040201822,0.29448512390356174,0.3474882659360554,0.0,0.5544973390084654,1354200.0,536055.0,2.5262333156112713,1090818905.0,266,19.81072555205047,16.069400630914828,6.952380952380952,9.905362776025235,9.905362776025235,5.583596214511041,6.208201892744479,6.757097791798108,1.8328075709779177,83.02,42.83,19.81,11.79,v7,True,True,True,True,True,True,True,True,True,False,True,False
5,205A,ロゴスホールディングス,建設業,グロース,205A.T,(株)ロゴスホールディングス,12,1,値上がり率,239,2026-07-16,2026-06-24,3,1,87.0,75.0,2026-07-16,2084.0,0.12163616792249732,0.24940047961630696,0.30658307210031355,0.33348590613913665,0.2630966499927123,1677.75,1778.209454345703,0.242139770526002,0.17196542561787997,0.0,0.498906517253171,193600.0,14380.0,13.463143254520167,43123745.0,257,19.242902208201894,16.63722397476341,8.158730158730158,9.905362776025235,8.769716088328074,3.6593059936908516,7.570977917981072,6.757097791798108,2.252365930599369,82.95,44.04,18.68,11.23,v7,True,False,True,True,True,True,True,True,True,False,True,False
6,3187,ミラタップ,小売業,グロース,3187.T,(株)ミラタップ,16,2,値上がり率・出来高増加率,335,2026-07-16,2026-06-15,6,1,136.0,120.0,2026-07-16,322.0,0.10652920962199319,0.14590747330960863,0.28800000000000003,0.24806201550387597,0.2290076335877862,260.8,248.21666666666667,0.23466257668711643,0.29725374336936805,0.0,0.5057697917770897,292700.0,40160.0,7.288346613545817,15293225.0,265,18.92744479495268,15.785488958990536,7.968253968253968,9.905362776025235,9.905362776025235,2.7760252365930596,7.217665615141956,6.757097791798108,2.186119873817035,81.43,42.68,19.81,9.99,v7,True,False,True,True,True,True,True,True,True,False,True,False
7,6237,イワキポンプ,機械,プライム,6237.T,(株)イワキ,129,1,値上がり率,122,2026-07-16,2026-06-18,5,2,94.0,-35.0,2026-07-16,4630.0,0.027746947835738167,0.06805074971164937,0.33429394812680124,0.7269675494218575,0.7384619657818403,4016.25,3355.983333333333,0.1528166822284469,0.37962544510054186,0.0,0.5084100328565332,92500.0,118825.0,0.7784557121817799,492817550.0,266,19.558359621451103,17.602523659305994,9.428571428571427,8.958990536277602,9.905362776025235,5.141955835962145,1.8170347003154574,6.757097791798108,2.16403785488959,81.33,46.59,18.86,6.96,v7,True,True,True,True,True,True,True,False,True,True,True,True
8,7735,ＳＣＲＥＥＮホールディングス,電気機器,プライム,7735.T,(株)ＳＣＲＥＥＮホールディングス,113,1,出来高,138,2026-07-16,2026-06-18,11,2,139.0,26.0,2026-07-16,18770.0,-0.008452192287374483,0.05746478873239447,0.14277016742770177,0.7859181731684111,1.113109206428573,17630.25,13721.333333333334,0.0646474099913501,0.3679428626955592,-0.03694202154951254,0.7646480842501031,4103200.0,3506605.0,1.1701346459039441,62310815425.0,266,15.583596214511042,17.82965299684542,9.65079365079365,6.971608832807572,9.905362776025235,9.337539432176657,4.239747634069401,5.542586750788644,1.0157728706624607,80.08,43.06,16.88,13.58,v7,True,True,True,True,True,True,True,False,True,True,True,True
9,7134,アップガレージグループ,小売業,スタンダード,7134.T,(株)アップガレージグループ,38,2,値上がり率・出来高増加率,313,2026-07-16,2026-07-07,2,1,137.0,99.0,2026-07-16,1411.0,0.05534779356768893,0.045959970348406154,0.1807531380753138,0.3765853658536584,0.3202042123275506,1266.7,1190.0666666666666,0.11391805478803185,0.18564786286482549,0.0,0.29445721050500223,39300.0,8265.0,4.754990925589837,12862275.0,251,16.529968454258675,16.86435331230284,8.603174603174603,8.233438485804415,9.116719242902208,2.555205047318612,7.0157728706624605,6.757097791798108,3.9305993690851726,79.61,42.0,17.35,9.57,v7,True,False,True,True,True,True,True,True,True,True,True,False
10,7389,あいちフィナンシャルグループ,銀行業,プライム,7389.T,(株)あいちフィナンシャルグループ,51,1,値上がり率,200,2026-07-16,2026-07-08,3,2,20.0,-31.0,2026-07-16,1741.0,0.05006031363088059,0.16454849498327762,0.2801470588235293,0.06158536585365848,0.5847269987018642,1461.8,1438.6666666666667,0.19099740046518,0.21014828544949027,0.0,0.47971889018205216,1770100.0,750405.0,2.358859549176778,1199081805.0,266,18.86435331230284,11.58359621451104,9.238095238095239,9.684542586750787,9.369085173501578,5.678233438485804,6.056782334384858,6.757097791798108,2.362776025236593,79.59,39.69,19.05,11.74,v7,True,True,True,True,True,True,True,True,True,False,True,False
