signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-06-22,2026-06-23,,6723,6723.T,ルネサスエレクトロニクス,電気機器,5041.0,4800.0,-0.04780797460821262,0.0392026069594249
2026-06-22,2026-06-23,,6101,6101.T,ツガミ,機械,7880.0,7370.0,-0.06472081218274117,0.03850629013852942
2026-06-22,2026-06-23,,2802,2802.T,味の素,食料品,6000.0,5721.0,-0.046499999999999986,0.03925645745713052
2026-06-22,2026-06-23,,8750,8750.T,第一ライフグループ,保険業,1845.0,1726.5,-0.06422764227642275,0.0385265943896532
2026-06-22,2026-06-23,,8316,8316.T,三井住友フィナンシャルグループ,銀行業,6581.0,6391.0,-0.028870992250417893,0.039982259651921176
2026-06-23,2026-06-24,,6857,6857.T,アドバンテスト,電気機器,31100.0,32440.0,0.04308681672025716,0.04140346083245876
2026-06-23,2026-06-24,,9072,9072.T,ニッコンホールディングス,陸運業,6450.0,5859.0,-0.09162790697674417,0.03605620143205531
2026-06-23,2026-06-24,,9304,9304.T,澁澤倉庫,倉庫・運輸関連業,1619.0,1586.0,-0.020382952439777613,0.03888414215318964
2026-06-23,2026-06-24,,8750,8750.T,第一ライフグループ,保険業,1794.0,1726.5,-0.0376254180602007,0.038199733397823635
2026-06-23,2026-06-24,,6098,6098.T,リクルートホールディングス,サービス業,11045.0,11040.0,-0.00045269352648258376,0.03967523804383849
2026-06-24,2026-06-25,,6752,6752.T,パナソニック　ホールディングス,電気機器,4469.0,4540.0,0.015887223092414304,0.04005223979419663
2026-06-24,2026-06-25,,3099,3099.T,三越伊勢丹ホールディングス,小売業,4089.0,4119.0,0.007336757153338258,0.03971513021711039
2026-06-24,2026-06-25,,7762,7762.T,シチズン時計,精密機器,2470.0,2511.0,0.016599190283400844,0.04008030972165588
2026-06-24,2026-06-25,,7173,7173.T,東京きらぼしフィナンシャルグループ,銀行業,13630.0,14370.0,0.05429200293470293,0.0415663817348781
2026-06-24,2026-06-25,,2501,2501.T,サッポロホールディングス,食料品,1978.5,2066.0,0.04422542330048018,0.04116949805305569
2026-06-25,2026-06-26,,6752,6752.T,パナソニック　ホールディングス,電気機器,4570.0,4540.0,-0.006564551422319487,0.04035561532877021
2026-06-25,2026-06-26,,166A,166A.T,タスキホールディングス,不動産業,1228.0,1187.0,-0.03338762214983715,0.03926600097509894
2026-06-25,2026-06-26,,6407,6407.T,ＣＫＤ,機械,7690.0,7380.0,-0.04031209362808841,0.03898471313930505
2026-06-25,2026-06-26,,6058,6058.T,ベクトル,サービス業,1672.0,1685.0,0.007775119617224879,0.040938125495124225
2026-06-25,2026-06-26,,4368,4368.T,扶桑化学工業,化学,4745.0,4640.0,-0.02212855637513167,0.03972336992445127
