start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-06-26,9,5,10.0,0.001283740065134653,,,0.03657464811855182,0.29494019427689955,0.26965679817105964,-0.04238508651156836,0.2685961052840071,2.4267222847255083
