liquidity_rank,code,name,industry,market,ticker,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,in_yahoo_pool,universe_source,universe_label
1,285A,キオクシアホールディングス,電気機器,プライム,285A.T,2026-08-10,48010.0,0.005866331447726747,-0.023393002441008948,-0.37649350649350655,0.08008998875140616,1.2672963400236128,54512.5,70215.5,-0.1192845677596881,-0.3162478370160434,-0.5583256669733211,1.6296513716324554,32549100.0,49001320.0,0.6642494528718819,2603817966450.0,282,True,jpx_liquidity,JPX流動性
2,6857,アドバンテスト,電気機器,プライム,6857.T,2026-08-10,34260.0,0.06430568499534006,0.09004136175628386,0.14850821320817964,0.29969650986342944,0.27962080122053723,30063.25,29062.166666666668,0.13959734892268805,0.17885223056321786,-0.045682451253481915,1.0493237031313216,7132900.0,10041680.0,0.7103293472805348,299147273725.0,282,True,jpx_liquidity,JPX流動性
3,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,2026-08-10,5484.0,-0.012247838616714746,0.0168737251993325,-0.13908948194662485,-0.045430809399477856,0.1400569214774734,5595.7,6335.066666666667,-0.01996175634862485,-0.1343421800349378,-0.3646895273401297,0.9714188367438392,28638800.0,53150300.0,0.5388266858324412,283953410105.0,282,True,jpx_liquidity,JPX流動性
4,8035,東京エレクトロン,電気機器,プライム,8035.T,2026-08-10,56750.0,0.041284403669724856,0.03200581923986179,-0.22196325747189471,0.12845496122489553,0.3869412341886742,61354.0,63242.833333333336,-0.07503993219675975,-0.10266512411155948,-0.2798223350253807,0.7766626640491362,2551600.0,4758815.0,0.5361839029254132,283041210800.0,282,False,jpx_liquidity,JPX流動性
5,6976,太陽誘電,電気機器,プライム,6976.T,2026-08-10,9548.0,-0.015568615321167156,-0.03701462430660618,-0.35179904955872365,0.4120082815734989,1.3379290328693676,10904.95,14151.566666666668,-0.12443431652598136,-0.3253043832602751,-0.5785477819465902,1.3408042324794145,23468500.0,23382275.0,1.0036876223549676,256552915075.0,282,True,jpx_liquidity,JPX流動性
6,5803,フジクラ,非鉄金属,プライム,5803.T,2026-08-10,5580.0,0.07618129218900682,0.3006993006993006,0.08349514563106797,-0.04107234920089364,0.4593608974812071,4616.5,4940.05,0.20870789559189862,0.12954322324672818,-0.2896244430299173,1.0889868568646686,118555300.0,47785935.0,2.480966418256753,242627515705.0,282,True,jpx_liquidity,JPX流動性
7,6981,村田製作所,電気機器,プライム,6981.T,2026-08-10,7302.0,0.00536968194960763,0.019689987431922962,-0.25943204868154157,0.18712404487075274,1.2369914674335871,7794.4,9019.95,-0.06317356050497791,-0.1904611444631068,-0.40391836734693876,1.0830908649448394,17613200.0,31833925.0,0.5532839572877049,240539048915.0,282,True,jpx_liquidity,JPX流動性
8,6920,レーザーテック,電気機器,プライム,6920.T,2026-08-10,39590.0,0.05686065136145224,-0.032265949645563397,-0.10793150067598012,0.030721166362926322,0.2709470304975923,42035.5,43802.200846354164,-0.058177017045116575,-0.09616413707451332,-0.308634503620292,1.2028733303385724,3268000.0,3951825.0,0.8269596958367337,168380795600.0,282,True,jpx_liquidity,JPX流動性
9,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,2026-08-10,3510.0,-0.015151515151515138,-0.015979814970563444,0.014157757873447085,0.19836121543188812,0.15954484612860798,3606.05,3334.616666666667,-0.026635792626280907,0.05259475102085687,-0.07607265069755198,0.3551606868502753,30256700.0,46849255.0,0.6458309742598896,168153519735.0,282,True,jpx_liquidity,JPX流動性
10,4062,イビデン,電気機器,プライム,4062.T,2026-08-10,19880.0,0.04029304029304037,0.2796910202767944,-0.020689655172413834,0.26947637292464877,1.3419718994940233,17286.5,19906.166666666668,0.1500303705203483,-0.0013145005316611558,-0.24768211920529803,1.5590305665340456,10053600.0,8679760.0,1.158280874125552,153663937350.0,282,True,jpx_liquidity,JPX流動性
11,6146,ディスコ,機械,プライム,6146.T,2026-08-10,62980.0,0.07768651608487342,0.04064771976206205,-0.13202866593164275,-0.02958397534668722,-0.13033140537290144,63227.5,70260.83333333333,-0.003914435965363228,-0.10362577538457884,-0.2882007233273056,0.9793551121025473,1676600.0,2057600.0,0.8148328149300156,128255529300.0,282,True,jpx_liquidity,JPX流動性
12,7203,トヨタ自動車,輸送用機器,プライム,7203.T,2026-08-10,2981.0,0.0003355704697987072,0.005905179686181983,0.05596882748848753,-0.033711507293354925,-0.18343142715136307,2959.55,2890.425,0.007247723471473622,0.03133622218185894,-0.2329141310320838,0.35540900719148044,23489400.0,36679760.0,0.6403913220806243,109194692777.5,282,True,jpx_liquidity,JPX流動性
