start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-08-10,39,5,10.0,-0.06859265693184069,,,-0.36817804919235453,0.24457710694926688,-1.7527834737875878,-0.1263511107962666,0.3675598510118906,13.981873927187792
