code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
3660,アイスタイル,情報・通信業,プライム,3660.T,コスメ需要やデータ活用を追い風に26年6月期は19%増収・過去最高益 提供:株式会社アイスタイル,1,3,値上がり率・出来高・出来高増加率,450,2026-09-14,2026-07-27,8,3,1.0,0.0
5885,ジーデップ・アドバンス,卸売業,スタンダード,5885.T,プライベート/フィジカルAI需要で27年5月期は27%増収予想 提供:株式会社ジーデップ・アドバンス,2,3,値上がり率・出来高・出来高増加率,449,2026-09-14,2026-06-18,11,3,2.0,0.0
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,情報・通信業,スタンダード,3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ(株),3,3,値上がり率・出来高・出来高増加率,448,2026-09-14,2026-06-29,7,1,144.0,141.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,3,1,出来高,248,2026-09-14,2026-06-15,62,10,3.0,0.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),4,1,出来高,247,2026-09-14,2026-06-15,62,10,6.0,2.0
5131,リンカーズ,情報・通信業,グロース,5131.T,リンカーズ(株),4,3,値上がり率・出来高・出来高増加率,447,2026-09-14,2026-06-23,11,1,63.0,59.0
4075,ブレインズテクノロジー,情報・通信業,グロース,4075.T,ブレインズテクノロジー(株),5,3,値上がり率・出来高・出来高増加率,446,2026-09-14,2026-06-22,7,2,66.0,61.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),5,1,出来高,246,2026-09-14,2026-06-15,62,10,4.0,-1.0
5071,ヴィス,サービス業,スタンダード,5071.T,(株)ヴィス,6,2,値上がり率・出来高増加率,345,2026-09-14,2026-06-15,8,1,106.0,100.0
604A,ビーエイブル,建設業,スタンダード,604A.T,(株)ビーエイブル,6,1,値上がり率,245,2026-09-14,2026-08-12,8,1,64.0,58.0
5136,ｔｒｉｐｌａ,情報・通信業,グロース,5136.T,ｔｒｉｐｌａ(株),7,2,値上がり率・出来高増加率,344,2026-09-14,2026-06-17,10,2,82.0,75.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),7,2,値上がり率・出来高,344,2026-09-14,2026-06-15,62,10,8.0,1.0
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T,(株)ＷＩＺＥ,8,1,出来高,243,2026-09-14,2026-06-15,57,10,12.0,4.0
5031,モイ,情報・通信業,グロース,5031.T,モイ(株),8,2,値上がり率・出来高,343,2026-09-14,2026-06-25,3,2,3.0,-5.0
4440,ヴィッツ,情報・通信業,スタンダード,4440.T,(株)ヴィッツ,9,2,値上がり率・出来高,342,2026-09-14,2026-07-14,10,1,6.0,-3.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),9,1,出来高,242,2026-09-14,2026-06-15,62,10,9.0,0.0
7689,コパ・コーポレーション,卸売業,グロース,7689.T,(株)コパ・コーポレーション,10,2,値上がり率・出来高増加率,341,2026-09-14,2026-06-22,11,1,3.0,-7.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),10,1,出来高,241,2026-09-14,2026-06-15,62,10,7.0,-3.0
2612,かどや製油,食料品,スタンダード,2612.T,かどや製油(株),11,2,値上がり率・出来高増加率,340,2026-09-14,2026-07-01,6,1,19.0,8.0
460A,ＢＲＡＮＵ,情報・通信業,グロース,460A.T,ＢＲＡＮＵ(株),12,1,出来高増加率,239,2026-09-14,2026-06-15,5,1,28.0,16.0
7811,中本パックス,その他製品,スタンダード,7811.T,中本パックス(株),12,2,値上がり率・出来高増加率,339,2026-09-14,2026-09-14,1,1,,
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),12,1,出来高,239,2026-09-14,2026-06-15,62,10,11.0,-1.0
6317,北川鉄工所,機械,スタンダード,6317.T,(株)北川鉄工所,13,2,値上がり率・出来高増加率,338,2026-09-14,2026-06-22,4,1,94.0,81.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,13,1,出来高,238,2026-09-14,2026-06-15,62,10,10.0,-3.0
338A,ＺｅｎｍｕＴｅｃｈ,情報・通信業,グロース,338A.T,(株)ＺｅｎｍｕＴｅｃｈ,14,1,値上がり率,237,2026-09-14,2026-06-18,14,2,5.0,-9.0
6976,太陽誘電,電気機器,プライム,6976.T,太陽誘電(株),14,2,値上がり率・出来高,337,2026-09-14,2026-06-15,62,10,16.0,2.0
3692,ＦＦＲＩセキュリティ,情報・通信業,グロース,3692.T,(株)ＦＦＲＩセキュリティ,15,1,値上がり率,236,2026-09-14,2026-06-29,9,1,39.0,24.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,15,1,出来高,236,2026-09-14,2026-06-15,62,10,13.0,-2.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),16,2,値上がり率・出来高,335,2026-09-14,2026-06-15,61,10,17.0,1.0
3444,菊池製作所,金属製品,スタンダード,3444.T,(株)菊池製作所,16,2,値上がり率・出来高,335,2026-09-14,2026-06-18,9,1,80.0,64.0
2424,ブラス,サービス業,スタンダード,2424.T,(株)ブラス,17,2,値上がり率・出来高増加率,334,2026-09-14,2026-07-27,4,1,96.0,79.0
5446,北越メタル,鉄鋼,スタンダード,5446.T,北越メタル(株),17,1,出来高増加率,234,2026-09-14,2026-07-07,7,1,73.0,56.0
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),17,1,出来高,234,2026-09-14,2026-06-15,62,10,14.0,-3.0
6981,村田製作所,電気機器,プライム,6981.T,(株)村田製作所,18,2,値上がり率・出来高,333,2026-09-14,2026-06-15,62,10,20.0,2.0
3350,メタプラネット,卸売業,スタンダード,3350.T,(株)メタプラネット,19,2,値上がり率・出来高,332,2026-09-14,2026-06-15,62,10,44.0,25.0
4379,Ｐｈｏｔｏｓｙｎｔｈ,情報・通信業,グロース,4379.T,(株)Ｐｈｏｔｏｓｙｎｔｈ,19,2,値上がり率・出来高増加率,332,2026-09-14,2026-06-15,3,1,121.0,102.0
5939,大谷工業,金属製品,スタンダード,5939.T,(株)大谷工業,19,1,出来高増加率,232,2026-09-14,2026-06-30,7,2,61.0,42.0
