rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,9101,9101.T,日本郵船,プライム,海運業,51,True,jpx_liquidity,JPX流動性,117.0,1.0,出来高,2026-09-07,7420.0,0.036602402905839604,0.05397727272727271,0.2134096484055601,0.31095406360424027,0.3186276143191942,6862.3,5998.966666666666,0.08127012809116474,0.23687968483461042,0.0,0.3130110532258689,3158300.0,3479650.0,0.9076487577773626,24256565065.0,301,19.5,16.53,7.8,9.7,9.908333333333333,9.166666666666664,5.373333333333332,6.906666666666667,3.4416666666666664,88.33,43.83,19.61,14.54,v7,True,True,True,True,True,True,True,False,True,True,True,True
2,9506,9506.T,東北電力,プライム,電気・ガス業,254,False,jpx_liquidity,JPX流動性,,,,2026-09-07,1386.0,0.013528336380255856,0.042105263157894646,0.13886606409202962,0.3608247422680413,0.2471197025395122,1309.8,1174.2666666666667,0.058176820888685254,0.18031111615760187,0.0,0.2616815165480554,5099000.0,3105060.0,1.6421582835758408,4266065077.5,301,18.7,16.92,7.083333333333335,9.4,9.5,5.783333333333334,7.76,6.906666666666667,4.538333333333333,86.59,42.7,18.9,13.54,v7,True,True,True,True,True,True,True,True,True,True,True,True
3,8001,8001.T,伊藤忠商事,プライム,卸売業,47,True,jpx_liquidity,JPX流動性,38.0,1.0,出来高,2026-09-07,2264.5,0.02745009074410154,0.07424098671726753,0.08870192307692304,0.2401423877327491,0.11436955149632477,2103.55,1978.8083333333334,0.07651351287109875,0.14437561326892867,0.0,0.25832862974986553,17935700.0,12673565.0,1.415205587378137,27068828060.0,301,17.366666666666664,15.3,5.366666666666666,9.666666666666668,9.233333333333333,9.233333333333333,7.586666666666668,6.906666666666667,4.596666666666667,85.26,38.03,18.9,16.82,v7,True,True,True,True,True,True,True,True,True,True,True,True
4,4088,4088.T,エア・ウォーター,プライム,化学,319,True,jpx_liquidity,JPX流動性,105.0,1.0,値上がり率,2026-09-07,3015.0,0.0016611295681063787,0.14857142857142858,0.17041925465838514,0.24638280281107905,0.4903785666844014,2606.9,2608.3166666666666,0.15654608922474966,0.15591792918804592,0.0,0.3567710142560147,3476300.0,959645.0,3.6224853982462264,2960826495.0,301,19.133333333333336,15.51,9.116666666666665,9.908333333333333,9.383333333333333,4.7,7.926666666666666,6.906666666666667,2.625,85.21,43.76,19.29,12.63,v7,True,True,True,True,True,True,True,True,True,True,True,True
5,2492,2492.T,インフォマート,プライム,サービス業,367,True,jpx_liquidity,JPX流動性,127.0,1.0,出来高,2026-09-07,700.0,0.0,0.08024691358024683,0.19658119658119655,0.9774011299435028,0.7241379310344827,619.55,517.9383565266927,0.12985231216205317,0.35151218514538507,0.0,0.7634601593311228,4661200.0,3694325.0,1.2617189879071278,2346783035.0,301,19.36666666666667,17.835,9.65,9.908333333333333,9.908333333333333,3.9,7.373333333333332,6.906666666666667,0.30333333333333334,85.15,46.85,19.82,11.27,v7,True,True,True,True,True,True,True,True,True,True,True,True
6,7826,7826.T,フルヤ金属,プライム,その他製品,225,False,jpx_liquidity,JPX流動性,,,,2026-09-07,10840.0,0.039309683604985546,0.18990120746432493,0.36868686868686873,0.3268053855569155,0.568740955137482,9054.5,8072.336474609375,0.19719476503396094,0.34285780010483946,0.0,0.6724269000986078,528400.0,562410.0,0.9395281022741416,4860333750.0,301,19.816666666666666,16.71,9.316666666666665,9.908333333333333,9.908333333333333,6.2666666666666675,5.613333333333333,6.906666666666667,0.49000000000000005,84.94,45.84,19.82,11.88,v7,True,True,True,True,True,True,True,False,True,False,True,False
7,9507,9507.T,四国電力,プライム,電気・ガス業,395,False,jpx_liquidity,JPX流動性,,,,2026-09-07,2140.0,0.029588645657926405,0.08739837398373984,0.2438244696309213,0.47028512538646505,0.28533871667461064,1914.275,1659.3916666666667,0.1179167047576759,0.28962923159591614,0.0,0.32241736571838925,1091000.0,1062955.0,1.0263839955595486,2067678280.0,301,19.816666666666666,17.58,7.4,9.908333333333333,9.908333333333333,3.4333333333333336,6.28,6.906666666666667,3.161666666666666,84.4,44.8,19.82,9.71,v7,True,True,True,True,True,True,True,False,True,True,True,True
8,8343,8343.T,秋田銀行,プライム,銀行業,526,False,jpx_liquidity,JPX流動性,,,,2026-09-07,9240.0,0.023255813953488413,0.030100334448160515,0.15068493150684925,0.4831460674157304,0.8959698897436088,8647.5,7565.333333333333,0.06851691240242852,0.22136059217483273,0.0,0.3728805282704938,194600.0,134300.0,1.4489947877885332,1201258150.0,301,18.833333333333336,17.64,9.908333333333333,9.6,9.766666666666667,1.25,7.653333333333333,6.906666666666667,2.333333333333333,83.89,46.38,19.37,8.9,v7,True,True,True,True,True,True,True,True,True,True,True,True
9,9104,9104.T,商船三井,プライム,海運業,48,False,jpx_liquidity,JPX流動性,,,,2026-09-07,7164.0,0.02798105897546277,0.02255209820154147,0.1580989330746847,0.2542016806722689,0.17966943560140258,6899.1,6008.5,0.038396312562508195,0.19231089290172254,-0.015663643858202847,0.31976518134783577,3357500.0,3681920.0,0.9118883625934295,25588456560.0,301,18.96666666666667,15.63,6.2666666666666675,8.8,9.566666666666668,9.216666666666665,5.413333333333332,6.381666666666666,3.2316666666666665,83.47,40.86,18.37,14.63,v7,True,True,True,True,True,True,True,False,True,True,True,True
10,4180,4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム,情報・通信業,316,False,jpx_liquidity,JPX流動性,,,,2026-09-07,1452.0,-0.03968253968253965,0.010438413361169019,0.4953656024716786,0.8082191780821917,0.893089960886571,1280.85,1009.75,0.1336222040051529,0.4379796979450359,-0.03968253968253965,0.8980653052874277,2017600.0,2197065.0,0.9183160261530724,2995161475.0,301,19.816666666666666,17.835,9.8,9.908333333333333,9.908333333333333,4.75,5.48,5.576666666666666,0.07583333333333334,83.15,47.45,19.82,10.23,v7,True,True,True,True,True,True,True,False,True,True,False,False
