start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-07-10,19,5,10.0,-0.0058183243750606906,,,-0.07447554860533057,0.25426686394359677,-0.1767662689822948,-0.04159354601216414,0.3363608639813613,6.4624468246552516
