evaluation_version,horizon,sample_count,valid_count,avg_open_buy_return,avg_excess_return,avg_net_return,win_rate,top20_avg_return,cost_bps_one_way
v4,1d,100,100,-0.006279601058521652,,-0.008266048136005663,0.37,-0.016910645449864252,10
v4,3d,100,100,0.03269664261866206,,0.03063228203006734,0.67,0.04015188884221897,10
v4,5d,100,100,0.058593379626309595,,0.056477251460436625,0.7,0.05808051753086589,10
v4,10d,100,0,,,,,,10
v5,1d,100,100,0.007677485641730713,,0.00566313834793289,0.53,0.03145401338201164,10
v5,3d,100,100,0.028352739427521922,,0.026297062301406316,0.66,0.03697821164545096,10
v5,5d,100,100,-0.023700314432930046,,-0.02565193750437862,0.31,-0.006490009886052206,10
v5,10d,100,0,,,,,,10
v7,1d,600,500,-0.010704464268932807,,-0.01268206604485921,0.354,-0.011619036974270747,10
v7,3d,600,300,-0.029357624557491545,,-0.03129793866600112,0.24333333333333335,-0.04009036496314282,10
v7,5d,600,99,-0.020808234206562564,,-0.022765638546383644,0.30303030303030304,-0.00711728521338974,10
v7,10d,600,0,,,,,,10
