liquidity_rank,code,name,industry,market,ticker,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,in_yahoo_pool,universe_source,universe_label
1,285A,キオクシアホールディングス,電気機器,プライム,285A.T,2026-09-17,49880.0,-0.01772351319417098,-0.14133241521776552,-0.057979225684608116,-0.4595297432007801,1.222321229672533,52704.5,60278.5,-0.05359124932406156,-0.17250761050789254,-0.5411223551057958,0.720442305166758,25108400.0,31357770.0,0.8007074482656132,1603893975400.0,309,True,jpx_liquidity,JPX流動性
2,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,2026-09-17,6247.0,0.010350962316027834,-0.0826725403817915,0.15964358641173204,-0.04084139413480736,0.6423521612886538,5714.95,5752.983333333334,0.0930979273659438,0.08587138846801223,-0.2762974976830399,0.8495974672776834,62284400.0,54753580.0,1.137540230246132,336543115095.0,309,True,jpx_liquidity,JPX流動性
3,6857,アドバンテスト,電気機器,プライム,6857.T,2026-09-17,30240.0,-0.014983713355048889,-0.10849056603773588,-0.14479638009049778,-0.03786191536748329,0.2926856535326794,33217.5,31933.083333333332,-0.08963648679160086,-0.053019726146081525,-0.19957649550026468,0.4597823914338959,7233400.0,8537020.0,0.8472980032845184,283880107600.0,309,True,jpx_liquidity,JPX流動性
4,6976,太陽誘電,電気機器,プライム,6976.T,2026-09-17,9000.0,-0.038872276804784334,-0.042858662129107716,-0.06474072534552633,-0.4683992911990549,1.2150108323066635,9163.0,11803.066666666668,-0.017788933755320313,-0.23748630299470197,-0.6027367027146325,0.6022445748692847,26019400.0,27621855.0,0.9419859745118494,253645961555.0,309,True,jpx_liquidity,JPX流動性
5,5803,フジクラ,非鉄金属,プライム,5803.T,2026-09-17,4867.0,0.0057863194874974155,-0.0656555960837013,-0.0887474255757349,-0.24973022969014957,0.06788155014635189,5146.05,5133.633333333333,-0.054226056878576845,-0.051938523073326914,-0.38039465308720555,0.590137953221845,30234600.0,43711055.0,0.6916922961479653,220247434900.0,309,True,jpx_liquidity,JPX流動性
6,4062,イビデン,電気機器,プライム,4062.T,2026-09-17,18475.0,-0.02506596306068598,-0.10662475822050288,-0.03524804177545693,-0.24236210785318846,1.18312976503752,20025.75,19763.583333333332,-0.07743779883400126,-0.0651998836243427,-0.3008514664143803,0.5607856257376942,8663100.0,7620260.0,1.1368509735888277,154705738525.0,309,True,jpx_liquidity,JPX流動性
7,8035,東京エレクトロン,電気機器,プライム,8035.T,2026-09-17,50970.0,-0.013929193267556594,-0.03484188600643823,-0.05646057015920025,-0.3013980263157895,0.2746934040923219,53789.0,60882.166666666664,-0.05240848500622808,-0.16280903274905345,-0.35317258883248726,0.2998087737997979,2795000.0,2793335.0,1.0005960616968606,149889661900.0,309,True,jpx_liquidity,JPX流動性
8,6981,村田製作所,電気機器,プライム,6981.T,2026-09-17,7431.0,-0.026464037730905332,-0.012491694352159466,0.03136710617626659,-0.3247614720581554,1.0494818821360137,7247.5,8211.216666666667,0.025319075543290825,-0.09501839962815095,-0.3933877551020408,0.5383399025741196,18812300.0,20265005.0,0.9283145994782631,146623824935.0,309,True,jpx_liquidity,JPX流動性
9,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,2026-09-17,3652.0,-0.0008207934336524891,-0.002730748225013624,0.05427251732101612,0.11784511784511786,0.36910587232380276,3647.6,3557.3333333333335,0.0012062726176116367,0.026611694152923526,-0.038694393261384574,0.18845933514111704,38746600.0,36729340.0,1.0549223046207745,134909739190.0,309,True,jpx_liquidity,JPX流動性
10,6920,レーザーテック,電気機器,プライム,6920.T,2026-09-17,35960.0,0.005874125874125946,-0.009911894273127775,0.02948754652161467,-0.30572611395363236,0.07632445375636032,34657.0,40288.56783854167,0.03759702224658801,-0.10743910917579913,-0.37202568199509223,0.415980879399553,3766300.0,2862360.0,1.3158023449181795,101801827950.0,309,True,jpx_liquidity,JPX流動性
