signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-09-11,2026-09-14,,8551,8551.T,北日本銀行,銀行業,8420.0,8600.0,0.0213776722090262,0.03389112866849431
2026-09-11,2026-09-14,,5019,5019.T,出光興産,石油・石炭製品,1661.0,1673.0,0.007224563515954241,0.03342150333711353
2026-09-11,2026-09-14,,9506,9506.T,東北電力,電気・ガス業,1410.5,1455.0,0.03154909606522516,0.03422863461172358
2026-09-11,2026-09-14,,8131,8131.T,ミツウロコグループホールディングス,卸売業,2537.0,2588.0,0.020102483247930625,0.033848815629612554
2026-09-11,2026-09-14,,2820,2820.T,やまみ,食料品,6700.0,6420.0,-0.04179104477611939,0.031795078232481705
2026-09-14,2026-09-15,,8001,8001.T,伊藤忠商事,卸売業,2340.5,2370.0,0.012604144413586926,0.03466365597023642
2026-09-14,2026-09-15,,2492,2492.T,インフォマート,サービス業,725.0,720.0,-0.006896551724137945,0.03399610446372973
2026-09-14,2026-09-15,,7803,7803.T,ブシロード,その他製品,467.0,492.0,0.05353319057815842,0.036064746794588376
2026-09-14,2026-09-15,,9506,9506.T,東北電力,電気・ガス業,1416.0,1455.0,0.02754237288135597,0.03517502422333735
2026-09-14,2026-09-15,,5019,5019.T,出光興産,石油・石炭製品,1610.5,1673.0,0.03880782365724933,0.03556066525808874
2026-09-15,2026-09-16,,9507,9507.T,四国電力,電気・ガス業,2198.5,2277.0,0.03570616329315435,0.035253695919648324
2026-09-15,2026-09-16,,8001,8001.T,伊藤忠商事,卸売業,2345.0,2370.0,0.010660980810234477,0.03440120002960017
2026-09-15,2026-09-16,,7803,7803.T,ブシロード,その他製品,476.0,492.0,0.03361344537815136,0.035182463321411644
2026-09-15,2026-09-16,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,570.0,553.7999877929688,-0.028421074047423223,0.03307091261151043
2026-09-15,2026-09-16,,8551,8551.T,北日本銀行,銀行業,8500.0,8600.0,0.0117647058823529,0.03443876897478018
2026-09-16,2026-09-17,,8387,8387.T,四国銀行,銀行業,4300.0,4265.0,-0.008139534883720878,0.03414510598583666
2026-09-16,2026-09-17,,4258,4258.T,網屋,情報・通信業,5460.0,5640.0,0.03296703296703307,0.035560212409917615
2026-09-16,2026-09-17,,8001,8001.T,伊藤忠商事,卸売業,2356.0,2370.0,0.005942275042444711,0.03462987668626473
2026-09-16,2026-09-17,,5019,5019.T,出光興産,石油・石炭製品,1637.0,1673.0,0.02199144777031159,0.035182374464985816
2026-09-16,2026-09-17,,6098,6098.T,リクルートホールディングス,サービス業,17100.0,17445.0,0.02017543859649118,0.035119857782557024
